pt0,pt1,pt2,pt3,pt4,pt5,pt6,pt7,lc0,lc1,timestamp
79.4807815552,734.0090332031,-15.8221330643,-15.58751297,,,,,-27.6485805511,,1770496306.709746
78.9936904907,733.8937988281,-15.307012558,-15.7697677612,,,,,-28.0766181946,,1770496306.720775
78.9327850342,734.3547973633,-15.6013669968,-15.6482725143,,,,,-28.1773319244,,1770496306.7316658
78.9327850342,733.8937988281,-15.2702178955,-15.7697677612,,,,,-28.1377658844,,1770496306.7424269
79.3590087891,734.3547973633,-15.2702178955,-15.6482725143,,,,,-27.4147796631,,1770496306.754475
78.9936904907,733.9321899414,-15.5645723343,-15.2230291367,,,,,-28.1089897156,,1770496306.7664409
79.419883728,733.8553466797,-15.2702178955,-15.7090082169,,,,,-27.8715934753,,1770496306.778002
79.3590087891,733.8937988281,-15.0126438141,-15.2837877274,,,,,-27.5622520447,,1770496306.788429
79.419883728,733.9321899414,-15.6013669968,-15.7090082169,,,,,-27.911157608,,1770496306.845303
79.3590087891,734.3547973633,-15.2334241867,-15.2837877274,,,,,-27.9723072052,,1770496306.856229
79.3590087891,733.8169555664,-14.9758491516,-15.1622934341,,,,,-27.6234016418,,1770496306.8672519
79.7243270874,733.8937988281,-15.5645723343,-15.1622934341,,,,,-28.1089897156,,1770496306.877481
79.3590087891,733.8553466797,-15.1966295242,-15.1622934341,,,,,-28.1305732727,,1770496306.889673
79.419883728,733.9321899414,-15.1966295242,-15.6482725143,,,,,-27.832025528,,1770496306.900846
79.3590087891,734.31640625,-15.2334241867,-15.1015338898,,,,,-27.7456989288,,1770496306.911911
79.419883728,733.8553466797,-15.2334241867,-15.1015338898,,,,,-28.2708530426,,1770496306.922051
79.4807815552,733.8169555664,-14.9390554428,-15.2230291367,,,,,-27.8931732178,,1770496306.935179
79.3590087891,734.3547973633,-15.307012558,-16.0127563477,,,,,-27.432762146,,1770496306.945214
79.5416793823,733.5095825195,-15.2334241867,-15.6482725143,,,,,-27.6162090302,,1770496306.955872
79.2981338501,733.8553466797,-15.2702178955,-15.2230291367,,,,,-27.9471282959,,1770496306.965817
78.8719100952,733.8553466797,-14.8654661179,-15.3445234299,,,,,-27.7421035767,,1770496306.977922
78.9936904907,733.9321899414,-14.644701004,-15.1622934341,,,,,-27.8248310089,,1770496306.988657
79.419883728,734.0474243164,-14.6079063416,-15.1015338898,,,,,-27.6485805511,,1770496307.11289
79.4807815552,733.778503418,-14.9390554428,-15.2230291367,,,,,-28.0838127136,,1770496307.123329
79.419883728,733.8937988281,-14.9390554428,-15.1015338898,,,,,-28.0550365448,,1770496307.134283
79.4807815552,733.8553466797,-15.307012558,-15.1622934341,,,,,-27.9866962433,,1770496307.145003
79.3590087891,734.2395629883,-15.307012558,-15.3445234299,,,,,-27.3320484161,,1770496307.156429
79.3590087891,733.8169555664,-14.9758491516,-15.1622934341,,,,,-27.8859806061,,1770496307.1674821
79.3590087891,734.3547973633,-15.1966295242,-15.3445234299,,,,,-27.8679943085,,1770496307.178517
78.7501373291,734.0474243164,-15.0126438141,-15.2230291367,,,,,-28.2456760406,,1770496307.188729
79.3590087891,734.0090332031,-14.9758491516,-15.2837877274,,,,,-27.9794998169,,1770496307.200351
78.8719100952,733.9321899414,-15.123041153,-15.1015338898,,,,,-28.0370502472,,1770496307.211364
79.3590087891,733.9321899414,-14.6079063416,-15.1622934341,,,,,-28.0478420258,,1770496307.2227352
77.7759246826,734.201171875,-14.644701004,-15.2837877274,,,,,-27.7313098907,,1770496307.233151
79.419883728,734.3547973633,-14.9390554428,-15.4052829742,,,,,-27.9399337769,,1770496307.24496
79.3590087891,733.8937988281,-14.644701004,-15.2837877274,,,,,-28.2312889099,,1770496307.255708
79.419883728,733.9706420898,-14.9022607803,-15.1622934341,,,,,-27.911157608,,1770496307.267122
78.9327850342,733.9321899414,-14.2767572403,-15.0407981873,,,,,-27.8464126587,,1770496307.2771032
79.5416793823,733.8169555664,-14.9390554428,-15.2230291367,,,,,-28.1197814941,,1770496307.289124
79.419883728,734.3547973633,-14.9390554428,-15.4052829742,,,,,-27.9183521271,,1770496307.300363
79.419883728,733.8937988281,-15.0494375229,-15.1622934341,,,,,-27.9363365173,,1770496307.311153
79.7243270874,734.3547973633,-14.6814947128,-15.4052829742,,,,,-27.8679943085,,1770496307.321475
78.8719100952,734.3547973633,-15.2702178955,-14.7370491028,,,,,-27.9183521271,,1770496307.3336372
79.3590087891,734.1627197266,-14.9390554428,-15.1015338898,,,,,-28.2888393402,,1770496307.346163
78.8110351562,733.8937988281,-14.9022607803,-16.1342754364,,,,,-28.1881256104,,1770496307.3589818
78.8719100952,733.7400512695,-14.9758491516,-15.1622934341,,,,,-28.0730228424,,1770496307.3686678
79.2372360229,733.8937988281,-14.9758491516,-15.2230291367,,,,,-28.1701393127,,1770496307.3804018
78.2021484375,733.5864257812,-15.3806009293,-15.2230291367,,,,,-28.0442466736,,1770496307.39075
79.419883728,733.778503418,-15.1966295242,-15.1622934341,,,,,-27.6270008087,,1770496307.40221
79.3590087891,734.3547973633,-14.9758491516,-14.7370491028,,,,,-27.8608016968,,1770496307.412569
78.9936904907,733.9706420898,-15.2702178955,-15.1015338898,,,,,-27.9830970764,,1770496307.424484
79.419883728,733.9321899414,-14.9758491516,-15.2230291367,,,,,-27.5694484711,,1770496307.435045
79.2981338501,733.778503418,-14.9390554428,-15.0407981873,,,,,-27.9830970764,,1770496307.4459882
79.419883728,734.201171875,-15.2334241867,-15.1015338898,,,,,-28.1593494415,,1770496307.457078
78.8719100952,734.3547973633,-14.9390554428,-15.2837877274,,,,,-27.4615383148,,1770496307.468213
79.2981338501,733.8937988281,-14.7918777466,-15.2230291367,,,,,-27.8212337494,,1770496307.479255
78.8719100952,733.8937988281,-14.9390554428,-15.2230291367,,,,,-27.7636814117,,1770496307.490259
78.9936904907,734.0090332031,-14.6079063416,-15.2230291367,,,,,-27.9830970764,,1770496307.50032
78.9327850342,733.9706420898,-15.2702178955,-15.1015338898,,,,,-27.6377906799,,1770496307.564516
79.2981338501,733.778503418,-14.9022607803,-15.1622934341,,,,,-27.6054172516,,1770496307.574996
78.8719100952,734.0474243164,-15.0126438141,-15.2837877274,,,,,-27.6198043823,,1770496307.5862908
79.7243270874,733.8169555664,-14.9390554428,-15.2230291367,,,,,-27.7456989288,,1770496307.595943
79.3590087891,734.3547973633,-14.9022607803,-15.2230291367,,,,,-27.9866962433,,1770496307.608172
78.9936904907,734.2780151367,-14.644701004,-15.2230291367,,,,,-28.0946025848,,1770496307.619125
78.8110351562,733.9321899414,-15.1966295242,-15.1622934341,,,,,-27.7061309814,,1770496307.6302562
78.2630462646,733.778503418,-14.9758491516,-15.3445234299,,,,,-28.1989135742,,1770496307.6405902
79.3590087891,734.3547973633,-14.9390554428,-15.1622934341,,,,,-28.1629447937,,1770496307.652658
79.4807815552,733.8937988281,-14.9022607803,-15.1015338898,,,,,-27.9830970764,,1770496307.662849
79.419883728,734.3547973633,-14.6079063416,-15.2837877274,,,,,-27.7313098907,,1770496307.673818
79.3590087891,733.8937988281,-14.9390554428,-16.0735168457,,,,,-28.1197814941,,1770496307.6842089
79.419883728,733.8553466797,-14.9390554428,-15.1015338898,,,,,-28.4039421082,,1770496307.6964211
79.419883728,733.8553466797,-14.8654661179,-15.3445234299,,,,,-27.7600860596,,1770496307.7070131
78.8719100952,733.9321899414,-14.9390554428,-15.2230291367,,,,,-27.7025356293,,1770496307.7668989
78.8719100952,734.2395629883,-15.307012558,-15.4052829742,,,,,-27.5118980408,,1770496307.777903
79.419883728,734.0474243164,-14.6079063416,-15.6482725143,,,,,-27.832025528,,1770496307.788743
79.4807815552,734.3547973633,-15.2702178955,-15.8912620544,,,,,-27.8428173065,,1770496307.798891
78.8719100952,733.8937988281,-15.3438072205,-15.3445234299,,,,,-28.1377658844,,1770496307.811352
79.419883728,734.3547973633,-15.2334241867,-15.2230291367,,,,,-27.5982246399,,1770496307.8225741
79.419883728,733.9321899414,-15.1966295242,-15.1015338898,,,,,-27.6305961609,,1770496307.833248
79.3590087891,733.9321899414,-14.9758491516,-15.2230291367,,,,,-27.5478649139,,1770496307.8435972
78.9327850342,734.1243286133,-14.9758491516,-15.1622934341,,,,,-27.9615154266,,1770496307.855176
79.419883728,733.9321899414,-14.9022607803,-15.1622934341,,,,,-28.0730228424,,1770496307.866414
79.3590087891,733.8937988281,-14.9758491516,-15.2230291367,,,,,-28.0622310638,,1770496307.8775198
79.419883728,733.8937988281,-14.8654661179,-15.1622934341,,,,,-27.6881465912,,1770496307.887574
79.3590087891,734.201171875,-15.307012558,-15.2230291367,,,,,-27.5047016144,,1770496307.90101
79.3590087891,734.2780151367,-14.9758491516,-15.1622934341,,,,,-27.5334777832,,1770496307.9194062
78.9936904907,734.8159790039,-14.9758491516,-15.2230291367,,,,,-27.7241172791,,1770496307.923292
79.2981338501,734.3547973633,-14.6079063416,-15.1622934341,,,,,-27.9794998169,,1770496307.9331672
79.419883728,734.2395629883,-15.2334241867,-15.1622934341,,,,,-27.3860034943,,1770496307.945965
79.3590087891,733.8937988281,-15.1966295242,-15.2230291367,,,,,-27.8823833466,,1770496307.9563122
78.9936904907,734.2780151367,-14.9758491516,-15.1622934341,,,,,-27.6809539795,,1770496307.967145
79.3590087891,734.5469360352,-14.9022607803,-15.2230291367,,,,,-27.6449832916,,1770496307.978029
78.8110351562,734.3547973633,-14.9022607803,-15.2837877274,,,,,-27.9471282959,,1770496307.989417
78.9327850342,733.9321899414,-15.2334241867,-15.2837877274,,,,,-27.3788089752,,1770496308.000546
79.2981338501,733.9706420898,-15.2702178955,-15.0407981873,,,,,-27.9615154266,,1770496308.0121942
79.419883728,734.31640625,-15.2702178955,-15.2230291367,,,,,-27.9399337769,,1770496308.021804
79.2372360229,734.3547973633,-15.0126438141,-15.1622934341,,,,,-28.0946025848,,1770496308.0569391
79.2981338501,734.31640625,-15.307012558,-15.2230291367,,,,,-27.8032493591,,1770496308.081865
78.9936904907,733.9321899414,-15.2702178955,-15.1622934341,,,,,-27.9651107788,,1770496308.093018
79.2981338501,734.1627197266,-14.9022607803,-15.1622934341,,,,,-28.0298595428,,1770496308.103848
79.419883728,734.201171875,-15.2702178955,-15.2230291367,,,,,-28.0766181946,,1770496308.11396
79.419883728,734.201171875,-15.2334241867,-15.1622934341,,,,,-27.5766410828,,1770496308.12655
79.419883728,734.1627197266,-14.9758491516,-15.2230291367,,,,,-27.6449832916,,1770496308.159415
78.9327850342,734.201171875,-15.5277786255,-15.2837877274,,,,,-27.8751888275,,1770496308.1622798
78.9327850342,734.2395629883,-15.2702178955,-16.0127563477,,,,,-27.9902915955,,1770496308.166364
78.8719100952,734.2395629883,-15.0126438141,-15.2230291367,,,,,-27.5838375092,,1770496308.169024
78.8719100952,734.201171875,-15.2702178955,-15.2230291367,,,,,-27.6162090302,,1770496308.1790102
78.8719100952,733.9321899414,-14.9022607803,-15.3445234299,,,,,-27.8967704773,,1770496308.189891
79.4807815552,734.201171875,-14.9022607803,-15.2837877274,,,,,-27.8356208801,,1770496308.200604
78.2021484375,734.201171875,-15.2702178955,-15.1015338898,,,,,-27.4183750153,,1770496308.214099
79.3590087891,734.2780151367,-15.1966295242,-15.6482725143,,,,,-28.1413631439,,1770496308.225868
78.8110351562,734.201171875,-15.2702178955,-15.1622934341,,,,,-27.71692276,,1770496308.23534
78.8110351562,734.31640625,-15.2334241867,-15.1015338898,,,,,-27.4939117432,,1770496308.279695
78.9936904907,733.778503418,-14.8654661179,-15.3445234299,,,,,-28.2564659119,,1770496308.2902389
78.9327850342,734.201171875,-14.9022607803,-15.2230291367,,,,,-27.6629676819,,1770496308.301232
78.9936904907,734.5853881836,-15.2702178955,-15.6482725143,,,,,-27.8715934753,,1770496308.311405
78.9327850342,733.8169555664,-14.9758491516,-14.6155548096,,,,,-27.7852668762,,1770496308.323523
79.419883728,734.3547973633,-15.2702178955,-15.6482725143,,,,,-27.6198043823,,1770496308.3344069
78.7501373291,734.201171875,-14.9390554428,-15.1015338898,,,,,-27.7385044098,,1770496308.3451781
78.8719100952,734.3547973633,-14.9758491516,-15.1622934341,,,,,-28.3140163422,,1770496308.355925
79.3590087891,734.0474243164,-15.6381616592,-15.4052829742,,,,,-28.2564659119,,1770496308.3688152
79.3590087891,734.201171875,-15.1966295242,-15.1622934341,,,,,-27.9615154266,,1770496308.379482
79.0545883179,733.8937988281,-15.2334241867,-15.2230291367,,,,,-27.4651355743,,1770496308.389546
79.419883728,734.0474243164,-15.6013669968,-15.1622934341,,,,,-27.3104686737,,1770496308.400075
79.3590087891,734.201171875,-14.8654661179,-15.8912620544,,,,,-27.9147567749,,1770496308.411338
78.8719100952,734.2780151367,-15.4541893005,-15.1622934341,,,,,-28.342792511,,1770496308.422747
79.4807815552,734.0858764648,-15.1966295242,-15.2230291367,,,,,-28.2384796143,,1770496308.434013
79.2981338501,734.201171875,-14.9390554428,-15.2230291367,,,,,-28.2384796143,,1770496308.4442399
79.0545883179,734.3547973633,-15.6013669968,-15.2230291367,,,,,-27.7133274078,,1770496308.45715
78.9327850342,734.3547973633,-15.6013669968,-15.2837877274,,,,,-28.0406494141,,1770496308.4676301
79.3590087891,734.2780151367,-15.2702178955,-15.2837877274,,,,,-27.7313098907,,1770496308.479962
78.9327850342,734.2395629883,-15.2334241867,-15.2837877274,,,,,-27.4435539246,,1770496308.4902442
78.9936904907,734.3547973633,-15.307012558,-15.951997757,,,,,-27.5370750427,,1770496308.5040178
79.3590087891,734.3547973633,-14.7918777466,-15.2230291367,,,,,-27.8500099182,,1770496308.515542
79.0545883179,734.1243286133,-15.5645723343,-15.1622934341,,,,,-27.4507484436,,1770496308.523801
78.9327850342,734.3547973633,-15.2702178955,-15.2230291367,,,,,-27.7528934479,,1770496308.5343301
78.8110351562,734.3547973633,-15.307012558,-15.3445234299,,,,,-28.001083374,,1770496308.54599
79.1154632568,734.201171875,-15.2702178955,-15.1622934341,,,,,-28.0550365448,,1770496308.556878
78.9327850342,734.2395629883,-14.9758491516,-15.1622934341,,,,,-28.2636604309,,1770496308.567214
78.9936904907,734.0474243164,-14.9390554428,-15.1015338898,,,,,-27.9543209076,,1770496308.615712
78.8110351562,734.3547973633,-15.6013669968,-14.4940357208,,,,,-27.9219474792,,1770496308.626417
78.9327850342,734.0474243164,-15.2334241867,-15.2230291367,,,,,-28.0370502472,,1770496308.6370711
79.3590087891,734.0474243164,-15.8221330643,-15.2230291367,,,,,-27.9183521271,,1770496308.647427
79.3590087891,734.201171875,-15.2334241867,-15.2230291367,,,,,-27.5730457306,,1770496308.6592598
78.8110351562,734.1627197266,-14.9390554428,-15.3445234299,,,,,-27.6449832916,,1770496308.670357
78.8110351562,734.31640625,-15.0126438141,-15.2230291367,,,,,-27.9291439056,,1770496308.681514
78.8719100952,734.2780151367,-15.2334241867,-15.2230291367,,,,,-28.0154705048,,1770496308.691893
79.3590087891,734.2395629883,-15.2702178955,-15.1622934341,,,,,-27.8751888275,,1770496308.70333
78.8719100952,733.8553466797,-14.7918777466,-15.2837877274,,,,,-27.6162090302,,1770496308.7151868
78.9327850342,734.1627197266,-15.2702178955,-15.2230291367,,,,,-27.7888622284,,1770496308.7982972
78.8719100952,734.3547973633,-15.2702178955,-14.7370491028,,,,,-27.8823833466,,1770496308.8028018
78.8110351562,734.2395629883,-15.6013669968,-15.1622934341,,,,,-28.0730228424,,1770496308.81348
78.8719100952,734.1627197266,-15.2334241867,-15.2230291367,,,,,-27.9723072052,,1770496308.823631
78.8719100952,734.201171875,-15.2334241867,-15.2230291367,,,,,-27.911157608,,1770496308.835347
78.8719100952,734.2780151367,-15.9693098068,-15.1015338898,,,,,-27.8859806061,,1770496308.846517
79.419883728,734.5853881836,-14.9758491516,-15.1622934341,,,,,-27.4759254456,,1770496308.857653
79.419883728,734.201171875,-15.2702178955,-15.1015338898,,,,,-27.9938869476,,1770496308.86785
79.4807815552,734.5085449219,-15.307012558,-15.2230291367,,,,,-27.8464126587,,1770496308.879363
79.419883728,734.5469360352,-14.9758491516,-15.7697677612,,,,,-27.8967704773,,1770496308.8905668
79.2372360229,734.3547973633,-15.307012558,-15.4052829742,,,,,-27.7672805786,,1770496308.902142
79.419883728,734.2780151367,-15.6013669968,-15.2230291367,,,,,-27.7205181122,,1770496308.9118972
78.689239502,734.0474243164,-14.9758491516,-15.2230291367,,,,,-27.6593723297,,1770496308.923939
79.419883728,734.3547973633,-15.2702178955,-15.2837877274,,,,,-27.7277145386,,1770496308.935047
79.2372360229,734.3932495117,-15.2702178955,-15.3445234299,,,,,-28.001083374,,1770496308.9458802
78.9936904907,734.2780151367,-15.2334241867,-15.0407981873,,,,,-27.6413879395,,1770496308.9561658
78.8719100952,734.31640625,-14.7918777466,-15.6482725143,,,,,-27.5874328613,,1770496308.968122
79.419883728,734.623840332,-14.9022607803,-15.1015338898,,,,,-27.8715934753,,1770496308.9790452
79.419883728,734.0474243164,-14.9758491516,-15.6482725143,,,,,-27.7025356293,,1770496308.9987688
79.5416793823,734.201171875,-15.1966295242,-15.1622934341,,,,,-27.6557750702,,1770496309.0105548
79.3590087891,734.201171875,-14.9758491516,-15.2837877274,,,,,-27.9723072052,,1770496309.020483
79.419883728,734.5469360352,-15.307012558,-15.1622934341,,,,,-28.1269760132,,1770496309.030771
79.4807815552,734.5853881836,-15.2702178955,-15.6482725143,,,,,-27.8967704773,,1770496309.042489
79.419883728,734.5853881836,-15.0126438141,-15.1622934341,,,,,-27.4111824036,,1770496309.053823
79.1763381958,734.5085449219,-15.2702178955,-15.2230291367,,,,,-27.8212337494,,1770496309.065824
79.2981338501,734.5469360352,-14.9390554428,-15.7090082169,,,,,-28.0838127136,,1770496309.0792
78.8719100952,734.201171875,-15.5645723343,-15.7090082169,,,,,-27.7852668762,,1770496309.087303
77.0452804565,734.5085449219,-15.5645723343,-15.1622934341,,,,,-28.2348842621,,1770496309.099744
79.0545883179,734.5085449219,-14.9390554428,-15.1622934341,,,,,-27.9003677368,,1770496309.110423
78.8110351562,734.5085449219,-15.1966295242,-15.2230291367,,,,,-28.1593494415,,1770496309.125016
78.9327850342,734.2395629883,-15.2702178955,-15.7090082169,,,,,-27.799654007,,1770496309.132489
78.9936904907,734.6622314453,-14.9758491516,-15.2837877274,,,,,-28.0622310638,,1770496309.1433861
78.8719100952,734.3547973633,-15.6013669968,-15.1622934341,,,,,-28.1305732727,,1770496309.1545222
78.8719100952,734.6622314453,-14.9390554428,-15.1622934341,,,,,-27.6090145111,,1770496309.1643038
79.3590087891,734.5469360352,-14.9390554428,-15.1622934341,,,,,-27.9327392578,,1770496309.177213
79.419883728,734.5085449219,-15.0126438141,-15.2837877274,,,,,-27.5730457306,,1770496309.188129
78.7501373291,734.623840332,-15.2334241867,-15.3445234299,,,,,-28.0442466736,,1770496309.199494
79.4807815552,734.4700927734,-14.9390554428,-15.2230291367,,,,,-27.8176383972,,1770496309.210312
79.419883728,735.1233520508,-15.2702178955,-15.8305025101,,,,,-27.6809539795,,1770496309.2225752
78.8719100952,734.31640625,-15.2334241867,-15.2230291367,,,,,-27.71692276,,1770496309.303582
79.419883728,734.5469360352,-14.9758491516,-15.7090082169,,,,,-27.9794998169,,1770496309.313959
78.2021484375,734.6622314453,-15.2334241867,-15.1622934341,,,,,-28.0550365448,,1770496309.325194
79.4807815552,735.1233520508,-14.3503465652,-15.8912620544,,,,,-28.3032264709,,1770496309.336776
78.8719100952,734.3547973633,-15.2334241867,-15.7090082169,,,,,-27.9507236481,,1770496309.347778
79.419883728,734.2395629883,-15.2334241867,-15.1622934341,,,,,-27.8859806061,,1770496309.3585138
78.9936904907,734.201171875,-15.2334241867,-15.3445234299,,,,,-27.9974861145,,1770496309.3700402
79.3590087891,734.31640625,-15.2702178955,-15.2837877274,,,,,-27.9507236481,,1770496309.3799272
79.3590087891,734.5469360352,-14.8654661179,-15.2230291367,,,,,-27.5154933929,,1770496309.391613
79.3590087891,734.3547973633,-14.9390554428,-15.8912620544,,,,,-28.2492713928,,1770496309.4020832
79.3590087891,734.8159790039,-15.2334241867,-15.3445234299,,,,,-28.2456760406,,1770496309.413414
79.5416793823,734.5853881836,-15.1966295242,-15.7697677612,,,,,-28.4255218506,,1770496309.4238331
79.3590087891,734.5469360352,-15.2702178955,-15.7090082169,,,,,-27.4903144836,,1770496309.435544
79.5416793823,734.5853881836,-15.2702178955,-15.0407981873,,,,,-28.2348842621,,1770496309.4469461
79.4807815552,734.5469360352,-14.9390554428,-15.2837877274,,,,,-28.1089897156,,1770496309.509266
79.419883728,734.31640625,-14.9390554428,-15.2230291367,,,,,-27.7672805786,,1770496309.519545
78.9936904907,734.0474243164,-15.6013669968,-15.6482725143,,,,,-27.749294281,,1770496309.530404
79.3590087891,734.0474243164,-15.2702178955,-15.2230291367,,,,,-27.6737594604,,1770496309.5406
79.419883728,734.2395629883,-14.9390554428,-15.2230291367,,,,,-27.9615154266,,1770496309.552712
79.0545883179,734.5853881836,-14.9022607803,-15.7090082169,,,,,-27.6557750702,,1770496309.563794
79.419883728,734.3547973633,-14.9758491516,-15.1015338898,,,,,-27.522687912,,1770496309.5749178
78.9936904907,734.3547973633,-15.2702178955,-15.2230291367,,,,,-28.4111328125,,1770496309.5851462
78.9936904907,734.5469360352,-15.2334241867,-15.1622934341,,,,,-27.71692276,,1770496309.597304
78.9327850342,734.5085449219,-14.9758491516,-15.2837877274,,,,,-27.6521778107,,1770496309.608053
79.2981338501,734.5469360352,-15.2702178955,-15.1622934341,,,,,-27.749294281,,1770496309.619499
79.1763381958,734.6622314453,-15.0126438141,-15.2837877274,,,,,-27.9147567749,,1770496309.629503
79.2372360229,734.623840332,-15.2334241867,-15.1015338898,,,,,-27.9794998169,,1770496309.641919
78.9936904907,734.5085449219,-15.2702178955,-15.6482725143,,,,,-28.4291191101,,1770496309.6530838
78.8719100952,734.201171875,-15.2702178955,-15.6482725143,,,,,-27.9435329437,,1770496309.663996
79.1763381958,734.201171875,-15.307012558,-15.1622934341,,,,,-27.4615383148,,1770496309.674332
79.3590087891,734.1627197266,-15.2702178955,-15.2230291367,,,,,-27.49751091,,1770496309.686378
79.419883728,734.6622314453,-14.9390554428,-15.1015338898,,,,,-27.6054172516,,1770496309.746706
79.3590087891,734.5853881836,-15.2334241867,-15.2837877274,,,,,-27.8140411377,,1770496309.757417
78.9327850342,734.5469360352,-15.2702178955,-15.1622934341,,,,,-27.6234016418,,1770496309.7686
78.8110351562,734.5469360352,-15.2334241867,-15.7090082169,,,,,-27.5478649139,,1770496309.7785559
78.8719100952,734.2395629883,-15.2334241867,-15.2230291367,,,,,-27.7780704498,,1770496309.790747
78.9327850342,734.623840332,-15.2334241867,-15.1622934341,,,,,-27.5011062622,,1770496309.801761
78.8110351562,734.3547973633,-15.0126438141,-15.1622934341,,,,,-28.0154705048,,1770496309.813032
78.9327850342,734.1627197266,-15.2702178955,-15.7090082169,,,,,-27.5083007812,,1770496309.823432
79.419883728,734.1243286133,-14.9390554428,-15.1622934341,,,,,-27.7385044098,,1770496309.8349981
79.2372360229,734.3547973633,-14.9758491516,-15.0407981873,,,,,-27.529882431,,1770496309.8458061
79.2981338501,734.623840332,-15.6013669968,-15.1015338898,,,,,-27.8428173065,,1770496309.856676
79.1763381958,734.3547973633,-14.9390554428,-15.1622934341,,,,,-27.4219722748,,1770496309.867326
79.4807815552,734.5469360352,-14.8654661179,-15.6482725143,,,,,-27.529882431,,1770496309.879152
79.3590087891,734.4700927734,-14.9758491516,-15.1622934341,,,,,-27.7061309814,,1770496309.890306
78.7501373291,734.6622314453,-14.9390554428,-15.1622934341,,,,,-27.6917438507,,1770496309.901292
79.3590087891,734.1627197266,-15.2702178955,-15.6482725143,,,,,-27.9866962433,,1770496309.91165
79.419883728,734.2780151367,-15.2702178955,-15.0407981873,,,,,-27.709728241,,1770496309.924063
78.8719100952,734.3547973633,-14.9390554428,-15.58751297,,,,,-28.1449604034,,1770496309.935346
78.2021484375,734.2395629883,-14.9390554428,-15.6482725143,,,,,-27.7744750977,,1770496309.9462059
78.9327850342,734.2780151367,-14.9758491516,-15.1622934341,,,,,-27.864397049,,1770496309.957972
78.9327850342,734.2395629883,-15.0862321854,-15.1622934341,,,,,-28.0226631165,,1770496309.97045
79.419883728,734.4700927734,-15.2702178955,-15.6482725143,,,,,-27.522687912,,1770496309.980942
79.3590087891,734.6622314453,-15.2334241867,-15.1622934341,,,,,-27.5730457306,,1770496309.9919271
78.9936904907,734.5085449219,-14.9758491516,-16.1342754364,,,,,-27.9291439056,,1770496310.004744
78.8719100952,734.5469360352,-14.7918777466,-15.6482725143,,,,,-27.5694484711,,1770496310.014813
79.4807815552,734.5469360352,-14.9390554428,-15.7697677612,,,,,-27.71692276,,1770496310.024849
78.8719100952,734.5853881836,-15.2702178955,-15.2230291367,,,,,-27.9471282959,,1770496310.117841
79.3590087891,734.6622314453,-15.307012558,-15.2230291367,,,,,-28.0154705048,,1770496310.128135
79.419883728,734.5853881836,-15.307012558,-15.1622934341,,,,,-27.6521778107,,1770496310.1391912
78.9327850342,734.6622314453,-15.2334241867,-15.1015338898,,,,,-27.3824081421,,1770496310.149377
79.3590087891,734.7006835938,-15.2334241867,-15.2230291367,,,,,-27.360824585,,1770496310.1611671
79.3590087891,734.5469360352,-14.6079063416,-15.2837877274,,,,,-28.0406494141,,1770496310.17199
78.8719100952,734.5085449219,-14.9758491516,-15.2837877274,,,,,-27.9147567749,,1770496310.183084
78.8719100952,734.623840332,-15.2334241867,-15.1015338898,,,,,-27.3068714142,,1770496310.193218
79.4807815552,734.8159790039,-15.2702178955,-15.6482725143,,,,,-27.8176383972,,1770496310.20523
78.8719100952,734.6622314453,-15.307012558,-15.1015338898,,,,,-28.3931503296,,1770496310.216087
79.2981338501,734.5469360352,-14.9390554428,-15.1015338898,,,,,-27.8500099182,,1770496310.227286
79.419883728,734.623840332,-14.8654661179,-15.58751297,,,,,-28.3068237305,,1770496310.237427
79.419883728,734.5469360352,-15.307012558,-15.2230291367,,,,,-27.5874328613,,1770496310.25002
79.4807815552,734.5085449219,-14.9758491516,-15.1622934341,,,,,-27.7025356293,,1770496310.260771
79.3590087891,734.9696044922,-15.5645723343,-15.6482725143,,,,,-27.7564907074,,1770496310.2720058
78.8110351562,734.5085449219,-15.307012558,-15.7090082169,,,,,-27.6377906799,,1770496310.281803
79.419883728,734.3547973633,-14.9390554428,-15.1015338898,,,,,-27.5910282135,,1770496310.293786
79.4807815552,734.623840332,-15.2702178955,-15.2230291367,,,,,-28.0874099731,,1770496310.327328
78.8110351562,734.3932495117,-15.2702178955,-15.3445234299,,,,,-27.2349319458,,1770496310.33785
78.9327850342,734.2395629883,-15.2702178955,-15.1622934341,,,,,-27.5083007812,,1770496310.348914
78.9327850342,735.1233520508,-15.2702178955,-16.6202545166,,,,,-27.6953411102,,1770496310.359658
79.4807815552,734.5469360352,-15.2702178955,-15.6482725143,,,,,-27.5874328613,,1770496310.371561
79.3590087891,735.1233520508,-14.6079063416,-15.1622934341,,,,,-27.9399337769,,1770496310.382414
79.4807815552,734.8543701172,-14.9758491516,-15.2230291367,,,,,-28.0442466736,,1770496310.393742
78.9327850342,734.5853881836,-14.9022607803,-15.1622934341,,,,,-27.864397049,,1770496310.404075
79.4807815552,734.623840332,-14.9758491516,-15.7090082169,,,,,-27.9543209076,,1770496310.41568
78.8719100952,734.5469360352,-14.9758491516,-15.1015338898,,,,,-27.5334777832,,1770496310.4276469
78.8719100952,734.1243286133,-14.9758491516,-15.2230291367,,,,,-27.5838375092,,1770496310.439511
78.9327850342,734.2780151367,-15.0126438141,-15.2230291367,,,,,-27.1414108276,,1770496310.4494112
79.4807815552,734.5469360352,-14.9022607803,-16.6202545166,,,,,-27.749294281,,1770496310.4607098
