pt0,pt1,pt2,pt3,pt4,pt5,pt6,pt7,lc0,lc1,timestamp
77.2279586792,-27.6348171234,-14.9390554428,-15.58751297,,,,,-28.6737117767,,1770496352.978174
77.3497314453,-27.5579662323,-14.7182893753,-15.7697677612,,,,,-28.5622081757,,1770496352.9891882
77.4715042114,-27.5963954926,-14.6079063416,-15.6482725143,,,,,-28.2492713928,,1770496352.9979908
76.9235076904,-27.5963954926,-14.644701004,-15.7090082169,,,,,-28.9650669098,,1770496353.031822
77.4106063843,-27.9421901703,-15.0126438141,-15.7090082169,,,,,-28.8355751038,,1770496353.043467
77.4106063843,-27.6348171234,-15.2334241867,-15.7697677612,,,,,-28.8751411438,,1770496353.05331
77.5323791504,-27.6348171234,-15.2334241867,-15.6482725143,,,,,-28.4902687073,,1770496353.0637
77.4715042114,-27.5963954926,-14.3503465652,-15.6482725143,,,,,-28.7456512451,,1770496353.075425
77.4106063843,-27.9421901703,-14.3135519028,-15.7697677612,,,,,-28.9506778717,,1770496353.086687
77.3497314453,-27.9421901703,-15.2334241867,-15.7697677612,,,,,-28.9794540405,,1770496353.098407
76.9844055176,-27.5963954926,-14.644701004,-15.7697677612,,,,,-28.8607540131,,1770496353.1093519
77.3497314453,-27.9421901703,-14.644701004,-15.7090082169,,,,,-28.6916980743,,1770496353.1205041
77.3497314453,-28.019033432,-14.9390554428,-15.7090082169,,,,,-28.9902439117,,1770496353.130462
77.5323791504,-27.6732387543,-14.644701004,-15.1015338898,,,,,-28.6449356079,,1770496353.140922
77.3497314453,-28.3648357391,-14.7182893753,-15.7697677612,,,,,-28.7924118042,,1770496353.151488
77.3497314453,-28.3648357391,-14.6814947128,-15.1015338898,,,,,-28.180929184,,1770496353.1633458
77.3497314453,-28.0574626923,-14.3135519028,-15.7697677612,,,,,-29.2708053589,,1770496353.174779
77.7150497437,-27.9421901703,-14.9022607803,-15.7090082169,,,,,-28.2636604309,,1770496353.185915
77.4715042114,-27.6732387543,-14.9022607803,-16.0127563477,,,,,-28.0730228424,,1770496353.195895
76.9844055176,-28.019033432,-14.3503465652,-15.1622934341,,,,,-27.9687099457,,1770496353.208343
77.4106063843,-27.9421901703,-15.0126438141,-15.6482725143,,,,,-28.5658035278,,1770496353.220405
72.9048995972,-28.0574626923,-14.6079063416,-15.2230291367,,,,,-28.9326915741,,1770496353.231053
67.5467529297,-27.9037685394,-14.5711116791,-15.1622934341,,,,,-28.4039421082,,1770496353.242571
66.6334609985,-27.5963954926,-14.9390554428,-15.58751297,,,,,-28.4291191101,,1770496353.2532659
64.5632858276,-27.9037685394,-14.6814947128,-15.7090082169,,,,,-27.9651107788,,1770496353.264016
66.207244873,-27.9806118011,-14.9390554428,-15.58751297,,,,,-28.659324646,,1770496353.276187
64.0761642456,-27.6348171234,-14.8654661179,-15.7090082169,,,,,-28.5118484497,,1770496353.285365
63.8326187134,-27.5579662323,-14.644701004,-15.6482725143,,,,,-28.7168750763,,1770496353.297413
64.1370391846,-27.9421901703,-15.307012558,-15.7090082169,,,,,-28.7240695953,,1770496353.338253
63.1628494263,-27.5963954926,-14.9390554428,-15.6482725143,,,,,-28.3032264709,,1770496353.3489752
62.4930801392,-27.9806118011,-14.9758491516,-15.1622934341,,,,,-28.4938640594,,1770496353.360019
61.5797653198,-27.9806118011,-14.8286724091,-15.1622934341,,,,,-28.0298595428,,1770496353.370164
60.6055526733,-27.7116603851,-15.2334241867,-15.6482725143,,,,,-28.3320026398,,1770496353.382118
59.5704612732,-27.6732387543,-14.6079063416,-15.8912620544,,,,,-28.7456512451,,1770496353.393076
58.535369873,-27.6348171234,-15.307012558,-15.3445234299,,,,,-28.1269760132,,1770496353.403701
56.5260658264,-27.6348171234,-14.9390554428,-15.7090082169,,,,,-28.382358551,,1770496353.414664
56.7696151733,-27.5963954926,-14.644701004,-15.58751297,,,,,-27.9938869476,,1770496353.426857
58.5962715149,-27.6348171234,-14.9390554428,-15.7090082169,,,,,-28.4650878906,,1770496353.4390771
58.535369873,-27.6348171234,-14.6079063416,-15.7090082169,,,,,-28.4578952789,,1770496353.449258
58.4135742188,-27.9806118011,-14.9022607803,-15.1622934341,,,,,-28.846364975,,1770496353.4596758
58.535369873,-27.6348171234,-15.2702178955,-15.6482725143,,,,,-28.5406227112,,1770496353.47156
58.9615936279,-27.2505931854,-15.0494375229,-15.8912620544,,,,,-28.4183292389,,1770496353.482466
59.083366394,-27.6348171234,-14.9390554428,-15.2837877274,,,,,-28.7420520782,,1770496353.4946592
58.9615936279,-27.6348171234,-14.9758491516,-15.2230291367,,,,,-28.8175907135,,1770496353.505107
59.083366394,-27.6348171234,-14.644701004,-15.58751297,,,,,-27.9291439056,,1770496353.542866
58.8398170471,-27.5579662323,-15.0126438141,-15.7697677612,,,,,-28.6017723083,,1770496353.553073
60.1793556213,-27.365858078,-14.9758491516,-15.1622934341,,,,,-28.033454895,,1770496353.564445
59.4486885071,-27.6348171234,-14.9390554428,-16.2557697296,,,,,-28.6017723083,,1770496353.574442
60.1793556213,-27.6348171234,-15.2702178955,-15.8305025101,,,,,-28.7780246735,,1770496353.586381
60.4229011536,-27.3274364471,-15.1966295242,-15.7697677612,,,,,-28.3284053802,,1770496353.597483
60.0575790405,-27.5963954926,-14.6079063416,-15.1015338898,,,,,-28.033454895,,1770496353.608646
59.5704612732,-27.5963954926,-14.9390554428,-15.8912620544,,,,,-28.4075374603,,1770496353.618984
60.1793556213,-27.5963954926,-15.2334241867,-15.8305025101,,,,,-28.1305732727,,1770496353.631498
60.4229011536,-27.2890148163,-14.9758491516,-15.2230291367,,,,,-28.6880989075,,1770496353.6429849
59.6922340393,-27.5963954926,-14.9758491516,-15.7697677612,,,,,-28.1773319244,,1770496353.6526458
60.0575790405,-27.2505931854,-14.3503465652,-15.58751297,,,,,-28.2025127411,,1770496353.66342
60.6055526733,-27.5963954926,-14.9022607803,-15.1622934341,,,,,-28.7960090637,,1770496353.676671
59.8140106201,-27.2890148163,-14.9390554428,-15.1622934341,,,,,-28.6665172577,,1770496353.686208
60.5446777344,-27.3274364471,-14.9758491516,-15.7090082169,,,,,-28.7888145447,,1770496353.698047
60.5446777344,-27.4811229706,-14.9022607803,-15.8912620544,,,,,-28.3715686798,,1770496353.707752
60.4837760925,-27.5963954926,-14.7918777466,-15.7697677612,,,,,-28.4974594116,,1770496353.7196648
60.4229011536,-27.2890148163,-14.7182893753,-15.7697677612,,,,,-28.4039421082,,1770496353.731124
61.0317726135,-27.2890148163,-14.9390554428,-15.1622934341,,,,,-28.6629219055,,1770496353.8499782
60.9708709717,-27.3274364471,-15.0126438141,-15.7090082169,,,,,-28.6665172577,,1770496353.860333
60.4837760925,-27.3274364471,-14.9390554428,-15.58751297,,,,,-28.659324646,,1770496353.871398
61.0926475525,-27.6348171234,-14.9022607803,-15.2230291367,,,,,-28.5909824371,,1770496353.8819652
61.1535453796,-27.6348171234,-14.644701004,-15.7090082169,,,,,-28.1269760132,,1770496353.89377
60.4229011536,-27.3274364471,-14.9390554428,-15.7090082169,,,,,-28.1701393127,,1770496353.904424
62.1277580261,-27.3274364471,-15.0126438141,-15.8305025101,,,,,-28.4938640594,,1770496353.9157271
60.6664505005,-27.2505931854,-14.5711116791,-15.7090082169,,,,,-28.3787612915,,1770496353.926102
60.9708709717,-27.5963954926,-14.9758491516,-15.58751297,,,,,-28.033454895,,1770496353.937423
61.0926475525,-27.2890148163,-15.0126438141,-15.7090082169,,,,,-28.2780475616,,1770496353.9489422
61.640663147,-27.2505931854,-14.6079063416,-16.6202545166,,,,,-28.2492713928,,1770496353.959815
61.3970947266,-27.3274364471,-14.9758491516,-15.7090082169,,,,,-28.2061080933,,1770496353.9699829
60.6664505005,-27.3274364471,-14.5711116791,-15.1622934341,,,,,-28.4578952789,,1770496353.982327
61.640663147,-27.6732387543,-14.9022607803,-15.2230291367,,,,,-28.6485347748,,1770496353.993311
61.5188674927,-27.5963954926,-15.3806009293,-15.1622934341,,,,,-28.2097034454,,1770496354.0061681
62.1277580261,-27.2505931854,-14.7182893753,-15.6482725143,,,,,-28.6880989075,,1770496354.015052
62.1277580261,-27.3274364471,-14.6814947128,-15.7090082169,,,,,-28.432718277,,1770496354.055372
61.5188674927,-27.6348171234,-14.9022607803,-15.6482725143,,,,,-28.7060852051,,1770496354.066313
62.1277580261,-26.98163414,-14.9758491516,-15.2230291367,,,,,-28.4578952789,,1770496354.0773902
62.066860199,-27.2890148163,-14.9022607803,-16.6202545166,,,,,-28.7528457642,,1770496354.088063
62.00598526,-27.2505931854,-15.2702178955,-15.7090082169,,,,,-28.2600631714,,1770496354.0994592
62.066860199,-27.0200557709,-14.9390554428,-15.7090082169,,,,,-28.2061080933,,1770496354.110738
62.066860199,-26.9047908783,-14.3503465652,-15.2230291367,,,,,-28.7816200256,,1770496354.1217768
61.7624397278,-26.9047908783,-14.9758491516,-15.1622934341,,,,,-28.7960090637,,1770496354.1317482
62.066860199,-27.3274364471,-15.307012558,-15.2230291367,,,,,-28.34998703,,1770496354.1443121
62.00598526,-26.9432125092,-15.2702178955,-15.6482725143,,,,,-28.7636375427,,1770496354.155645
62.1277580261,-26.9047908783,-14.6079063416,-16.6202545166,,,,,-28.5586090088,,1770496354.16594
62.066860199,-26.597410202,-14.7918777466,-15.1622934341,,,,,-28.5082530975,,1770496354.176411
62.5539550781,-26.9432125092,-15.2334241867,-15.7090082169,,,,,-28.3068237305,,1770496354.188401
62.00598526,-27.5963954926,-15.2334241867,-15.3445234299,,,,,-27.8248310089,,1770496354.200159
62.5539550781,-26.98163414,-14.7918777466,-15.7090082169,,,,,-28.2420787811,,1770496354.2124171
62.5539550781,-26.9432125092,-15.1966295242,-15.6482725143,,,,,-28.56939888,,1770496354.223548
62.61485672,-26.597410202,-14.9390554428,-15.2230291367,,,,,-28.3643741608,,1770496354.235453
62.4930801392,-27.0200557709,-15.2334241867,-15.3445234299,,,,,-28.116186142,,1770496354.260177
62.5539550781,-27.5963954926,-14.9758491516,-15.7090082169,,,,,-28.3535823822,,1770496354.2716439
62.61485672,-27.5963954926,-15.2334241867,-15.3445234299,,,,,-28.652130127,,1770496354.2815711
62.4930801392,-27.0200557709,-15.2702178955,-15.6482725143,,,,,-28.4219245911,,1770496354.292161
62.5539550781,-27.5963954926,-14.9390554428,-15.2837877274,,,,,-28.2600631714,,1770496354.306646
63.0410499573,-26.98163414,-14.9758491516,-15.2230291367,,,,,-28.1413631439,,1770496354.3160572
63.1019744873,-27.0200557709,-14.9022607803,-15.2230291367,,,,,-28.5909824371,,1770496354.328347
62.9192771912,-27.3274364471,-14.9022607803,-15.1622934341,,,,,-28.4219245911,,1770496354.339259
62.9192771912,-26.9432125092,-15.1966295242,-15.1622934341,,,,,-28.2384796143,,1770496354.348171
63.1019744873,-26.9432125092,-15.2702178955,-15.4052829742,,,,,-28.2816429138,,1770496354.361116
63.1628494263,-26.98163414,-14.6079063416,-15.6482725143,,,,,-28.619758606,,1770496354.37217
63.1019744873,-26.9432125092,-15.0494375229,-15.1622934341,,,,,-28.2636604309,,1770496354.3813481
62.9192771912,-26.9432125092,-14.9390554428,-15.1015338898,,,,,-28.4974594116,,1770496354.393471
62.61485672,-26.8279476166,-14.7550830841,-15.1015338898,,,,,-28.3967456818,,1770496354.4028852
63.1019744873,-26.9432125092,-15.0126438141,-15.7090082169,,,,,-28.4039421082,,1770496354.421778
63.5281715393,-26.9432125092,-15.2702178955,-15.7697677612,,,,,-28.1377658844,,1770496354.424525
63.1019744873,-26.98163414,-14.9390554428,-15.3445234299,,,,,-28.1305732727,,1770496354.43617
63.5890693665,-27.2121715546,-14.9022607803,-15.8912620544,,,,,-28.4039421082,,1770496354.44711
64.1370391846,-26.98163414,-14.644701004,-15.0407981873,,,,,-28.2600631714,,1770496354.457697
64.0152664185,-26.98163414,-14.6814947128,-15.1015338898,,,,,-28.3679695129,,1770496354.467968
63.5281715393,-26.9047908783,-14.9758491516,-15.7697677612,,,,,-28.8103961945,,1770496354.479955
63.5890693665,-26.98163414,-14.6814947128,-15.6482725143,,,,,-28.659324646,,1770496354.490775
64.0152664185,-26.9432125092,-14.3503465652,-15.2230291367,,,,,-28.4902687073,,1770496354.501994
64.0152664185,-26.6742610931,-14.3503465652,-15.2230291367,,,,,-28.4147319794,,1770496354.512109
63.9543914795,-26.9432125092,-14.9390554428,-15.0407981873,,,,,-28.2240924835,,1770496354.56658
63.3455238342,-26.98163414,-15.2702178955,-15.2230291367,,,,,-28.6017723083,,1770496354.577284
64.0761642456,-26.9432125092,-15.2334241867,-15.1622934341,,,,,-28.342792511,,1770496354.5881732
64.1370391846,-26.9432125092,-14.9390554428,-15.7090082169,,,,,-28.2996292114,,1770496354.598575
63.5890693665,-26.98163414,-15.3806009293,-15.6482725143,,,,,-28.1737365723,,1770496354.610764
64.5632858276,-27.3274364471,-14.9758491516,-15.6482725143,,,,,-28.7528457642,,1770496354.6216269
64.5632858276,-26.9432125092,-14.6079063416,-15.8912620544,,,,,-28.7528457642,,1770496354.633145
64.5632858276,-26.6358394623,-14.7918777466,-15.7090082169,,,,,-28.8391723633,,1770496354.643092
64.3197097778,-26.98163414,-14.8654661179,-15.2230291367,,,,,-28.3391952515,,1770496354.6547709
64.5023651123,-26.9432125092,-15.2702178955,-15.7090082169,,,,,-28.6988887787,,1770496354.6660411
64.3805847168,-26.6742610931,-15.307012558,-15.7697677612,,,,,-28.9614677429,,1770496354.6769762
64.5023651123,-26.98163414,-15.0126438141,-15.2837877274,,,,,-28.1881256104,,1770496354.68674
64.5632858276,-26.6358394623,-15.0494375229,-15.1622934341,,,,,-28.026260376,,1770496354.6992571
64.5023651123,-27.0584774017,-16.0061035156,-15.6482725143,,,,,-28.4758815765,,1770496354.7104561
64.3805847168,-26.98163414,-15.2702178955,-15.2230291367,,,,,-28.065826416,,1770496354.721107
64.4414901733,-26.98163414,-15.307012558,-15.1622934341,,,,,-28.3104190826,,1770496354.7318342
64.5632858276,-27.2890148163,-14.9390554428,-15.6482725143,,,,,-28.4974594116,,1770496354.770974
64.5632858276,-27.0200557709,-14.644701004,-15.1015338898,,,,,-28.382358551,,1770496354.781966
64.5632858276,-26.98163414,-15.1966295242,-15.1622934341,,,,,-28.7636375427,,1770496354.792896
64.5632858276,-26.9047908783,-14.9758491516,-15.6482725143,,,,,-28.342792511,,1770496354.802916
64.5632858276,-26.98163414,-15.2702178955,-15.2230291367,,,,,-28.8643512726,,1770496354.8154318
63.4672966003,-26.98163414,-15.2702178955,-15.7090082169,,,,,-28.7924118042,,1770496354.826797
64.0761642456,-26.597410202,-14.9390554428,-15.6482725143,,,,,-28.2348842621,,1770496354.836918
64.5632858276,-26.9432125092,-14.9390554428,-15.7090082169,,,,,-28.5514163971,,1770496354.847646
64.5632858276,-26.9432125092,-15.2702178955,-15.1015338898,,,,,-28.7492485046,,1770496354.859266
65.6592483521,-27.3274364471,-14.9758491516,-15.2230291367,,,,,-28.3643741608,,1770496354.8707159
65.6592483521,-27.0584774017,-15.1966295242,-15.6482725143,,,,,-28.4830722809,,1770496354.881279
65.5983505249,-26.597410202,-15.2334241867,-15.7090082169,,,,,-28.2384796143,,1770496354.89168
65.720123291,-26.9432125092,-14.644701004,-15.58751297,,,,,-28.2636604309,,1770496354.904701
65.720123291,-26.597410202,-14.9022607803,-15.7090082169,,,,,-28.5873851776,,1770496354.916461
65.5983505249,-26.98163414,-15.1598348618,-15.8912620544,,,,,-28.6988887787,,1770496354.928864
65.5983505249,-26.6358394623,-15.0126438141,-15.7697677612,,,,,-28.6125621796,,1770496354.937046
64.5632858276,-27.5579662323,-14.8286724091,-15.7090082169,,,,,-27.864397049,,1770496354.949763
66.0245742798,-26.9432125092,-14.6079063416,-15.7090082169,,,,,-28.2924346924,,1770496354.9612741
66.0245742798,-26.9047908783,-14.9758491516,-15.7697677612,,,,,-28.0838127136,,1770496354.9747782
66.1463699341,-26.9432125092,-14.9022607803,-15.1622934341,,,,,-28.4255218506,,1770496354.981347
66.0854721069,-27.0200557709,-14.9390554428,-15.2230291367,,,,,-28.6952934265,,1770496354.99375
65.5374755859,-26.9432125092,-15.2334241867,-15.7697677612,,,,,-28.227689743,,1770496355.006132
66.1463699341,-27.096906662,-15.2702178955,-15.2230291367,,,,,-28.1269760132,,1770496355.0151858
66.0854721069,-26.6358394623,-14.644701004,-15.6482725143,,,,,-28.5010585785,,1770496355.078481
66.0854721069,-26.597410202,-14.9022607803,-15.7090082169,,,,,-28.1557502747,,1770496355.089229
66.5116882324,-27.5963954926,-15.2334241867,-15.7090082169,,,,,-27.911157608,,1770496355.100569
66.5725631714,-26.6358394623,-14.9390554428,-15.1622934341,,,,,-28.2312889099,,1770496355.110965
66.5725631714,-26.6358394623,-15.1966295242,-15.6482725143,,,,,-29.0298080444,,1770496355.122219
66.0854721069,-26.98163414,-15.2334241867,-15.1622934341,,,,,-28.3679695129,,1770496355.133868
66.0854721069,-27.1737499237,-14.9758491516,-15.1015338898,,,,,-28.6665172577,,1770496355.144778
66.6943359375,-26.9432125092,-15.1966295242,-15.3445234299,,,,,-28.4938640594,,1770496355.1549828
66.5725631714,-26.98163414,-14.9758491516,-15.58751297,,,,,-28.3391952515,,1770496355.1664178
66.5725631714,-26.98163414,-14.6079063416,-15.7090082169,,,,,-29.1592998505,,1770496355.1776
66.5116882324,-26.98163414,-15.307012558,-15.1015338898,,,,,-28.7744274139,,1770496355.1880808
66.6334609985,-26.6358394623,-15.2334241867,-15.7090082169,,,,,-28.3284053802,,1770496355.198804
66.6334609985,-27.0200557709,-14.9758491516,-15.6482725143,,,,,-28.7024879456,,1770496355.2174
66.6334609985,-26.6358394623,-15.2334241867,-16.6202545166,,,,,-28.116186142,,1770496355.227998
66.6943359375,-26.9047908783,-15.0126438141,-16.1950111389,,,,,-27.9759025574,,1770496355.239331
66.5725631714,-26.2900371552,-15.0494375229,-15.58751297,,,,,-28.4147319794,,1770496355.249641
67.1814346313,-26.6358394623,-15.0862321854,-15.2230291367,,,,,-28.1953163147,,1770496355.261269
67.2423324585,-26.712682724,-14.8654661179,-15.6482725143,,,,,-28.6233539581,,1770496355.271949
67.1814346313,-26.597410202,-14.9022607803,-15.6482725143,,,,,-28.382358551,,1770496355.2835689
67.0596618652,-26.98163414,-14.9022607803,-15.1622934341,,,,,-28.4758815765,,1770496355.2935302
67.1814346313,-26.6358394623,-15.0862321854,-15.2837877274,,,,,-28.3967456818,,1770496355.305342
67.0596618652,-27.5963954926,-15.2702178955,-15.4052829742,,,,,-28.1305732727,,1770496355.3169322
67.6076812744,-26.6358394623,-15.2334241867,-15.1622934341,,,,,-27.9507236481,,1770496355.3284
67.0596618652,-26.597410202,-15.2334241867,-15.2230291367,,,,,-28.5226402283,,1770496355.33884
67.1205596924,-26.6742610931,-14.9022607803,-15.1015338898,,,,,-28.2061080933,,1770496355.385337
67.7294540405,-26.6742610931,-14.9390554428,-15.2230291367,,,,,-28.4614925385,,1770496355.396276
67.6076812744,-26.6358394623,-14.644701004,-15.2230291367,,,,,-28.1125869751,,1770496355.406803
67.6685562134,-26.2900371552,-15.2702178955,-15.1015338898,,,,,-28.5514163971,,1770496355.417542
67.5467529297,-26.6358394623,-14.9390554428,-15.3445234299,,,,,-28.504655838,,1770496355.429858
67.3641052246,-26.9432125092,-14.6079063416,-15.2230291367,,,,,-28.5082530975,,1770496355.440386
67.1205596924,-26.6358394623,-14.9022607803,-15.58751297,,,,,-28.5010585785,,1770496355.451871
67.6076812744,-26.712682724,-14.6079063416,-15.1622934341,,,,,-28.1665401459,,1770496355.4620612
67.6685562134,-26.597410202,-14.5343179703,-15.7697677612,,,,,-28.220495224,,1770496355.4730291
67.6076812744,-26.712682724,-14.9390554428,-15.7090082169,,,,,-27.9039649963,,1770496355.4847949
67.6685562134,-26.597410202,-14.644701004,-15.8305025101,,,,,-28.5765953064,,1770496355.4951
67.6076812744,-26.6358394623,-15.0126438141,-15.7697677612,,,,,-28.3284053802,,1770496355.592448
68.216545105,-26.6358394623,-14.9390554428,-15.7090082169,,,,,-28.3320026398,,1770496355.603062
68.0947723389,-26.6358394623,-14.9390554428,-15.6482725143,,,,,-28.2744522095,,1770496355.614453
68.0947723389,-26.3668804169,-15.307012558,-15.7090082169,,,,,-28.1125869751,,1770496355.624298
68.1556472778,-26.328458786,-14.9758491516,-15.6482725143,,,,,-28.2924346924,,1770496355.636409
68.1556472778,-26.597410202,-15.2334241867,-15.7090082169,,,,,-28.2061080933,,1770496355.648075
68.1556472778,-26.2516155243,-14.644701004,-15.7090082169,,,,,-28.1017971039,,1770496355.658478
67.9121017456,-26.3668804169,-15.0494375229,-15.7090082169,,,,,-28.6341457367,,1770496355.668947
69.9214019775,-26.328458786,-15.2334241867,-15.7090082169,,,,,-28.6017723083,,1770496355.681164
68.0947723389,-26.3668804169,-14.9390554428,-15.7697677612,,,,,-28.342792511,,1770496355.691933
68.1556472778,-26.2900371552,-15.0862321854,-15.8912620544,,,,,-28.2672557831,,1770496355.702882
68.6427459717,-26.2900371552,-14.9390554428,-15.7090082169,,,,,-28.3248062134,,1770496355.713241
68.1556472778,-26.2900371552,-14.387140274,-15.7090082169,,,,,-28.8715438843,,1770496355.724873
68.7036437988,-26.2900371552,-14.3135519028,-15.6482725143,,,,,-28.2456760406,,1770496355.736043
68.7645187378,-26.328458786,-14.9022607803,-15.6482725143,,,,,-28.5622081757,,1770496355.747343
68.7036437988,-26.328458786,-15.0862321854,-15.8912620544,,,,,-28.7132778168,,1770496355.757169
68.6427459717,-26.0210857391,-14.9758491516,-15.6482725143,,,,,-28.1017971039,,1770496355.769351
68.5818710327,-26.05950737,-15.307012558,-15.8305025101,,,,,-27.6737594604,,1770496355.780133
68.4600982666,-25.9826641083,-14.644701004,-15.7090082169,,,,,-28.252866745,,1770496355.7912178
68.4600982666,-25.9442424774,-14.9758491516,-15.6482725143,,,,,-28.5514163971,,1770496355.802152
68.7036437988,-25.9826641083,-14.9390554428,-15.7090082169,,,,,-28.4578952789,,1770496355.814042
69.1907653809,-26.2900371552,-14.5711116791,-15.8305025101,,,,,-27.8572044373,,1770496355.825082
69.1907653809,-26.328458786,-15.1966295242,-15.6482725143,,,,,-28.0981998444,,1770496355.837635
69.9214019775,-26.328458786,-15.2702178955,-15.58751297,,,,,-28.5801906586,,1770496355.8478599
69.2516403198,-26.3668804169,-14.9390554428,-15.7090082169,,,,,-28.5190448761,,1770496355.8610828
69.2516403198,-26.2900371552,-14.9390554428,-15.6482725143,,,,,-28.619758606,,1770496355.870991
68.4600982666,-26.328458786,-14.9390554428,-16.1950111389,,,,,-28.3535823822,,1770496355.881133
69.1907653809,-26.2900371552,-14.9390554428,-15.2837877274,,,,,-28.7924118042,,1770496355.892421
69.2516403198,-26.4053020477,-15.307012558,-15.8912620544,,,,,-28.8967227936,,1770496355.9038908
69.312538147,-26.2900371552,-15.0494375229,-16.6202545166,,,,,-28.0874099731,,1770496355.9146721
69.1298599243,-26.2516155243,-14.6814947128,-15.7090082169,,,,,-28.2600631714,,1770496355.92656
69.1907653809,-26.2900371552,-15.2334241867,-15.6482725143,,,,,-28.56939888,,1770496355.935621
69.1907653809,-26.328458786,-14.644701004,-15.7697677612,,,,,-28.2780475616,,1770496355.947912
69.4343109131,-25.9826641083,-14.9022607803,-15.6482725143,,,,,-28.7276649475,,1770496355.9597042
69.6169586182,-26.328458786,-14.9758491516,-15.7090082169,,,,,-28.4255218506,,1770496355.9711401
69.7996292114,-26.2900371552,-14.9022607803,-15.8305025101,,,,,-28.6089668274,,1770496355.9806411
69.6778564453,-26.2516155243,-14.8286724091,-15.6482725143,,,,,-27.9327392578,,1770496356.102664
69.6778564453,-25.9058208466,-14.7918777466,-15.7697677612,,,,,-28.5406227112,,1770496356.1128042
69.6778564453,-25.9442424774,-14.6079063416,-15.1015338898,,,,,-28.6773109436,,1770496356.123578
68.4600982666,-25.9826641083,-15.2334241867,-15.7090082169,,,,,-28.5837879181,,1770496356.134166
69.9822769165,-25.9826641083,-15.123041153,-15.5267772675,,,,,-28.7672328949,,1770496356.1455529
69.6169586182,-26.328458786,-14.9022607803,-15.1622934341,,,,,-28.2708530426,,1770496356.1566951
69.6778564453,-25.9442424774,-14.9022607803,-15.6482725143,,,,,-28.4003429413,,1770496356.1682692
69.7996292114,-26.1363506317,-14.7550830841,-15.8305025101,,,,,-28.2672557831,,1770496356.178072
70.1649551392,-26.0210857391,-15.0862321854,-15.7090082169,,,,,-28.1593494415,,1770496356.189706
70.2258300781,-26.3668804169,-14.9390554428,-15.1622934341,,,,,-27.749294281,,1770496356.200973
69.6778564453,-26.2900371552,-14.3503465652,-15.6482725143,,,,,-28.56939888,,1770496356.2117581
69.9214019775,-25.9826641083,-15.2334241867,-15.7090082169,,,,,-28.2600631714,,1770496356.221953
70.2258300781,-26.0210857391,-15.2334241867,-15.7090082169,,,,,-27.6557750702,,1770496356.234571
70.1649551392,-25.9826641083,-14.9758491516,-15.6482725143,,,,,-28.317615509,,1770496356.244938
70.1649551392,-25.9826641083,-14.9022607803,-15.7090082169,,,,,-28.3607788086,,1770496356.255751
70.2867279053,-25.9058208466,-14.6079063416,-15.7090082169,,,,,-28.342792511,,1770496356.267819
70.7129440308,-25.7137126923,-15.3438072205,-15.8912620544,,,,,-28.252866745,,1770496356.2779222
70.2258300781,-25.9826641083,-15.2334241867,-15.8305025101,,,,,-28.342792511,,1770496356.288703
70.104057312,-26.328458786,-14.6814947128,-16.6809902191,,,,,-27.9507236481,,1770496356.30017
70.7129440308,-25.9826641083,-15.0494375229,-15.58751297,,,,,-28.2492713928,,1770496356.310386
70.7738494873,-25.9442424774,-14.9390554428,-15.58751297,,,,,-28.1953163147,,1770496356.322336
70.7129440308,-25.9826641083,-14.9022607803,-15.7090082169,,,,,-28.2384796143,,1770496356.3337688
70.7738494873,-26.0210857391,-15.2702178955,-15.6482725143,,,,,-28.1737365723,,1770496356.344599
70.7129440308,-25.9826641083,-14.9022607803,-15.951997757,,,,,-28.8139915466,,1770496356.3547351
70.7129440308,-26.2900371552,-14.644701004,-15.8305025101,,,,,-28.0190677643,,1770496356.367245
70.6520690918,-25.5984401703,-14.9390554428,-15.6482725143,,,,,-28.3212108612,,1770496356.377951
70.6520690918,-25.9826641083,-14.6079063416,-15.6482725143,,,,,-27.7960567474,,1770496356.388942
70.4085006714,-26.05950737,-14.6079063416,-15.1622934341,,,,,-28.3751659393,,1770496356.399554
71.2609405518,-25.9826641083,-15.3438072205,-15.951997757,,,,,-28.0766181946,,1770496356.411942
70.5911483765,-26.05950737,-14.9390554428,-15.58751297,,,,,-28.6053714752,,1770496356.422048
70.7129440308,-25.9826641083,-14.9390554428,-15.7090082169,,,,,-28.2672557831,,1770496356.433758
71.2000427246,-25.9826641083,-14.9022607803,-15.7090082169,,,,,-28.7528457642,,1770496356.4445581
71.2609405518,-26.0210857391,-14.9390554428,-15.6482725143,,,,,-28.432718277,,1770496356.45586
71.1391677856,-26.0979290009,-14.9022607803,-15.3445234299,,,,,-28.2744522095,,1770496356.4672399
71.2609405518,-26.0979290009,-15.2702178955,-15.6482725143,,,,,-28.3607788086,,1770496356.478285
71.1391677856,-26.0979290009,-14.3503465652,-15.1622934341,,,,,-28.3140163422,,1770496356.489032
71.2000427246,-26.0979290009,-15.2334241867,-15.2230291367,,,,,-28.3355979919,,1770496356.500375
70.8956222534,-26.0210857391,-14.9390554428,-15.2230291367,,,,,-27.8536071777,,1770496356.511892
71.2609405518,-25.6752910614,-14.644701004,-15.1622934341,,,,,-28.0946025848,,1770496356.524201
71.1391677856,-25.9442424774,-14.3503465652,-15.7090082169,,,,,-27.9651107788,,1770496356.533567
71.2609405518,-25.6752910614,-14.9022607803,-15.8305025101,,,,,-27.9543209076,,1770496356.5456939
