t,baro_alt,ax,ay,az,gx,gy,gz,altTemp,lat,lon,gps_alt,gps_fix,rssi,snr
5186.225,-32.76895999999988,-0.191,-6.762,7.437,0.006,-0.013,0.004,41.96,35.3560322,-117.8180702,596.821,3,,
5187.214,-33.62197839999999,-0.196,-6.757,7.442,0.006,-0.013,0.005,41.99,35.3560325,-117.8180711,596.865,3,,
5188.2,-34.80308079999986,-0.206,-6.767,7.427,0.005,-0.013,0.005,42.01,35.3560332,-117.8180725,597.076,3,,
5189.188,-34.50780519999989,-0.191,-6.767,7.442,0.006,-0.012,0.004,42.04,35.3560342,-117.818074,597.24,3,,
5190.286,-34.50780519999989,-0.187,-6.767,7.442,0.006,-0.012,0.005,42.07,35.3560341,-117.8180745,597.475,3,,
5191.27,-33.62197839999999,-0.196,-6.767,7.432,0.006,-0.013,0.005,42.09,35.3560339,-117.8180747,597.691,3,,
5192.255,-34.80308079999986,-0.196,-6.762,7.437,0.005,-0.012,0.005,42.11,35.3560341,-117.818075,597.85,3,,
5193.245,-33.91725399999996,-0.191,-6.762,7.437,0.006,-0.013,0.005,42.14,35.3560343,-117.8180753,598.03,3,,
5194.242,-34.21252960000038,-0.201,-6.753,7.437,0.005,-0.013,0.005,42.16,35.3560345,-117.8180757,598.202,3,,
5195.229,-34.50780519999989,-0.196,-6.753,7.442,0.006,-0.012,0.005,42.19,35.3560345,-117.8180757,598.349,3,,
5196.214,-34.21252960000038,-0.196,-6.762,7.432,0.007,-0.012,0.005,42.21,35.3560344,-117.8180756,598.494,3,,
5197.2,-34.21252960000038,-0.187,-6.767,7.432,0.006,-0.013,0.006,42.24,35.3560348,-117.8180754,598.566,3,,
5198.185,-33.91725399999996,-0.187,-6.757,7.442,0.006,-0.013,0.004,42.26,35.356035,-117.8180751,598.639,3,,
5199.179,-34.50780519999989,-0.187,-6.762,7.437,0.005,-0.012,0.004,42.28,35.356035,-117.8180746,598.682,3,,
5200.165,-33.03142720000005,-0.196,-6.767,7.437,0.006,-0.012,0.006,42.31,35.3560349,-117.8180741,598.695,3,,
5201.256,-32.47368439999991,-0.196,-6.772,7.437,0.006,-0.012,0.005,42.33,35.3560349,-117.818074,598.658,3,,
5202.245,-33.32670280000002,-0.201,-6.762,7.432,0.007,-0.013,0.005,42.36,35.3560352,-117.8180743,598.629,3,,
5203.229,-33.62197839999999,-0.187,-6.762,7.442,0.005,-0.012,0.005,42.38,35.3560354,-117.8180744,598.606,3,,
5204.216,-34.21252960000038,-0.191,-6.762,7.437,0.005,-0.011,0.005,42.41,35.3560354,-117.8180747,598.552,3,,
5205.202,-33.03142720000005,-0.187,-6.757,7.451,0.005,-0.012,0.005,42.43,35.3560358,-117.8180751,598.529,3,,
5206.189,-32.76895999999988,-0.191,-6.757,7.432,0.006,-0.012,0.005,42.45,35.3560357,-117.8180752,598.585,3,,
5207.18,-32.47368439999991,-0.187,-6.767,7.432,0.006,-0.012,0.005,42.48,35.3560357,-117.8180754,598.586,3,,
5208.169,-33.91725399999996,-0.191,-6.757,7.432,0.005,-0.012,0.005,42.5,35.3560355,-117.8180751,598.645,3,,
5209.255,-33.32670280000002,-0.187,-6.762,7.442,0.006,-0.012,0.005,42.53,35.3560354,-117.8180754,598.775,3,,
5210.241,-32.76895999999988,-0.201,-6.776,7.442,0.006,-0.011,0.005,42.55,35.3560347,-117.8180746,598.787,3,,
5211.231,-33.62197839999999,-0.191,-6.767,7.432,0.006,-0.012,0.005,42.58,35.3560346,-117.8180748,598.9,3,,
5212.219,-33.62197839999999,-0.187,-6.762,7.427,0.006,-0.012,0.005,42.6,35.3560356,-117.8180756,598.902,3,,
5213.205,-33.91725399999996,-0.196,-6.767,7.442,0.006,-0.013,0.005,42.63,35.356036,-117.8180758,598.914,3,,
5214.192,-32.47368439999991,-0.191,-6.772,7.442,0.005,-0.013,0.006,42.65,35.3560363,-117.8180757,598.915,3,,
5215.183,-33.62197839999999,-0.201,-6.767,7.432,0.006,-0.012,0.005,42.67,35.3560367,-117.8180759,598.857,3,,
5216.268,-32.76895999999988,-0.187,-6.762,7.446,0.005,-0.013,0.005,42.7,35.3560371,-117.8180758,598.751,3,,
5217.254,-31.883133199999975,-0.201,-6.762,7.437,0.006,-0.013,0.004,42.72,35.3560375,-117.8180754,598.697,3,,
5218.246,-33.32670280000002,-0.196,-6.762,7.442,0.006,-0.013,0.005,42.75,35.3560372,-117.8180746,598.681,3,,
5219.24,-33.32670280000002,-0.196,-6.762,7.432,0.006,-0.013,0.005,42.77,35.3560371,-117.8180741,598.684,3,,
5220.226,-33.03142720000005,-0.191,-6.767,7.437,0.006,-0.013,0.005,42.79,35.3560373,-117.818074,598.726,3,,
5221.21,-33.32670280000002,-0.196,-6.757,7.437,0.005,-0.013,0.005,42.81,35.3560375,-117.818074,598.697,3,,
5222.196,-33.03142720000005,-0.196,-6.762,7.442,0.006,-0.013,0.005,42.84,35.3560376,-117.8180738,598.707,3,,
5223.186,-33.03142720000005,-0.191,-6.757,7.442,0.007,-0.012,0.004,42.87,35.3560377,-117.8180739,598.637,3,,
5224.177,-33.03142720000005,-0.196,-6.757,7.442,0.005,-0.013,0.005,42.89,35.3560384,-117.8180744,598.589,3,,
5225.267,-32.47368439999991,-0.187,-6.762,7.437,0.006,-0.012,0.005,42.91,35.3560389,-117.8180746,598.593,3,,
5226.251,-31.883133199999975,-0.196,-6.757,7.446,0.006,-0.013,0.005,42.94,35.3560389,-117.818074,598.506,3,,
5227.24,-32.76895999999988,-0.196,-6.767,7.442,0.006,-0.011,0.005,42.96,35.356039,-117.8180736,598.49,3,,
5228.227,-33.62197839999999,-0.191,-6.767,7.427,0.007,-0.013,0.006,42.98,35.3560391,-117.8180732,598.449,3,,
5229.215,-34.21252960000038,-0.201,-6.753,7.442,0.006,-0.013,0.005,43.01,35.356039,-117.8180726,598.42,3,,
5230.201,-33.03142720000005,-0.191,-6.772,7.432,0.005,-0.012,0.005,43.03,35.3560392,-117.8180722,598.398,3,,
5231.187,-32.76895999999988,-0.201,-6.762,7.442,0.009,-0.012,0.005,43.05,35.3560394,-117.818072,598.405,3,,
5232.181,-32.47368439999991,-0.191,-6.762,7.442,0.006,-0.012,0.006,43.08,35.3560396,-117.8180716,598.424,3,,
5233.166,-32.47368439999991,-0.187,-6.767,7.432,0.009,-0.012,0.004,43.1,35.3560397,-117.818071,598.352,3,,
5234.253,-33.03142720000005,-0.196,-6.772,7.446,0.006,-0.012,0.006,43.12,35.3560388,-117.8180699,598.144,3,,
5235.238,-33.32670280000002,-0.191,-6.772,7.437,0.006,-0.012,0.004,43.15,35.3560388,-117.8180697,597.992,3,,
5236.225,-33.03142720000005,-0.196,-6.762,7.427,0.006,-0.012,0.005,43.17,35.356039,-117.8180692,597.888,3,,
5237.208,-31.883133199999975,-0.196,-6.757,7.437,0.005,-0.012,0.005,43.2,35.3560394,-117.8180691,597.823,3,,
5238.195,-33.03142720000005,-0.206,-6.762,7.432,0.007,-0.012,0.005,43.22,35.3560391,-117.818069,597.84,3,,
5239.184,-33.03142720000005,-0.191,-6.762,7.432,0.005,-0.012,0.005,43.25,35.3560384,-117.8180691,597.859,3,,
5240.172,-32.76895999999988,-0.196,-6.762,7.442,0.005,-0.012,0.005,43.27,35.356038,-117.8180687,597.819,3,,
5241.259,-32.76895999999988,-0.201,-6.762,7.427,0.005,-0.013,0.004,43.29,35.356038,-117.8180686,597.753,3,,
5242.244,-33.91725399999996,-0.191,-6.762,7.442,0.005,-0.012,0.006,43.32,35.3560377,-117.8180685,597.73,3,,
5243.235,-34.50780519999989,-0.191,-6.767,7.432,0.005,-0.013,0.005,43.34,35.3560378,-117.8180689,597.727,3,,
5244.22,-32.47368439999991,-0.191,-6.757,7.442,0.006,-0.013,0.005,43.36,35.3560378,-117.8180688,597.724,3,,
5245.204,-32.47368439999991,-0.196,-6.772,7.446,0.005,-0.012,0.005,43.39,35.3560382,-117.818069,597.702,3,,
5246.188,-33.32670280000002,-0.201,-6.762,7.437,0.007,-0.012,0.006,43.41,35.3560389,-117.8180691,597.618,3,,
5247.177,-32.76895999999988,-0.191,-6.772,7.437,0.006,-0.012,0.005,43.43,35.3560392,-117.8180694,597.591,3,,
5248.262,-33.03142720000005,-0.191,-6.772,7.437,0.005,-0.013,0.005,43.46,35.3560392,-117.8180697,597.529,3,,
5249.247,-33.03142720000005,-0.201,-6.767,7.451,0.005,-0.015,0.006,43.48,35.3560391,-117.8180697,597.529,3,,
5250.235,-33.03142720000005,-0.201,-6.767,7.437,0.005,-0.013,0.004,43.5,35.356039,-117.81807,597.597,3,,
5251.226,-32.76895999999988,-0.191,-6.762,7.446,0.006,-0.012,0.005,43.52,35.3560386,-117.8180701,597.651,3,,
5252.211,-32.47368439999991,-0.187,-6.767,7.437,0.005,-0.012,0.006,43.54,35.3560381,-117.8180705,597.748,3,,
5253.196,-32.47368439999991,-0.196,-6.762,7.437,0.006,-0.012,0.004,43.57,35.3560381,-117.8180709,597.792,3,,
5254.182,-33.03142720000005,-0.201,-6.776,7.437,0.006,-0.013,0.005,43.59,35.3560382,-117.8180714,597.868,3,,
5255.171,-32.1784088000004,-0.201,-6.767,7.427,0.007,-0.013,0.005,43.62,35.356039,-117.8180723,597.818,3,,
5256.256,-32.76895999999988,-0.196,-6.781,7.442,0.006,-0.012,0.005,43.65,35.3560395,-117.8180726,597.839,3,,
5257.244,-33.03142720000005,-0.196,-6.772,7.442,0.007,-0.012,0.006,43.67,35.3560399,-117.8180729,597.837,3,,
5258.229,-31.587857600000007,-0.196,-6.772,7.442,0.005,-0.013,0.004,43.69,35.3560402,-117.8180732,597.772,3,,
5259.215,-33.91725399999996,-0.201,-6.776,7.451,0.006,-0.013,0.005,43.71,35.3560395,-117.8180726,597.676,3,,
5260.2,-33.62197839999999,-0.191,-6.772,7.432,0.006,-0.012,0.005,43.73,35.3560392,-117.8180726,597.713,3,,
5261.188,-32.1784088000004,-0.196,-6.767,7.437,0.006,-0.013,0.004,43.75,35.356039,-117.8180725,597.735,3,,
5262.174,-32.47368439999991,-0.191,-6.772,7.437,0.004,-0.012,0.005,43.77,35.3560385,-117.8180734,597.942,3,,
5263.261,-32.47368439999991,-0.196,-6.776,7.442,0.005,-0.012,0.005,43.8,35.3560379,-117.8180737,598.073,3,,
5264.25,-32.76895999999988,-0.201,-6.767,7.442,0.006,-0.013,0.004,43.82,35.3560374,-117.8180748,598.398,3,,
5265.236,-32.47368439999991,-0.201,-6.767,7.432,0.005,-0.013,0.005,43.84,35.3560371,-117.818076,598.696,3,,
5266.225,-33.32670280000002,-0.201,-6.767,7.442,0.006,-0.013,0.005,43.86,35.3560367,-117.8180767,598.908,3,,
5267.219,-32.76895999999988,-0.196,-6.772,7.442,0.006,-0.013,0.005,43.89,35.3560364,-117.8180777,599.21,3,,
5268.205,-32.1784088000004,-0.196,-6.776,7.437,0.005,-0.013,0.005,43.91,35.356036,-117.8180786,599.468,3,,
5269.19,-31.29258200000004,-0.191,-6.781,7.432,0.006,-0.013,0.005,43.93,35.3560359,-117.8180794,599.681,3,,
5270.174,-33.03142720000005,-0.201,-6.776,7.432,0.006,-0.013,0.004,43.95,35.3560359,-117.8180804,599.858,3,,
5271.261,-33.03142720000005,-0.201,-6.772,7.437,0.007,-0.012,0.006,43.97,35.3560358,-117.8180805,599.975,3,,
5272.246,-33.03142720000005,-0.196,-6.772,7.437,0.006,-0.013,0.005,44.0,35.3560351,-117.8180805,600.113,3,,
5273.231,-32.47368439999991,-0.196,-6.772,7.442,0.005,-0.013,0.005,44.02,35.3560346,-117.8180808,600.262,3,,
5274.215,-32.1784088000004,-0.187,-6.767,7.437,0.006,-0.012,0.005,44.04,35.356034,-117.8180808,600.331,3,,
5275.201,-32.1784088000004,-0.201,-6.772,7.446,0.006,-0.015,0.005,44.06,35.3560342,-117.818081,600.336,3,,
5276.185,-32.1784088000004,-0.191,-6.776,7.437,0.007,-0.011,0.005,44.08,35.3560342,-117.8180811,600.396,3,,
5277.168,-32.47368439999991,-0.201,-6.767,7.432,0.005,-0.013,0.004,44.11,35.3560342,-117.8180814,600.493,3,,
5278.256,-32.76895999999988,-0.201,-6.767,7.437,0.005,-0.013,0.006,44.13,35.3560344,-117.8180817,600.505,3,,
5279.242,-32.76895999999988,-0.201,-6.772,7.432,0.006,-0.013,0.005,44.15,35.3560345,-117.8180817,600.46,3,,
5280.228,-32.1784088000004,-0.196,-6.767,7.437,0.006,-0.013,0.005,44.17,35.3560345,-117.8180815,600.374,3,,
5281.213,-33.03142720000005,-0.206,-6.772,7.427,0.005,-0.013,0.004,44.19,35.3560349,-117.8180815,600.293,3,,
5282.203,-33.03142720000005,-0.196,-6.776,7.442,0.005,-0.012,0.005,44.22,35.3560352,-117.8180816,600.193,3,,
5283.189,-31.883133199999975,-0.201,-6.772,7.437,0.006,-0.013,0.005,44.24,35.3560356,-117.8180822,600.293,3,,
5284.275,-31.883133199999975,-0.191,-6.767,7.437,0.007,-0.013,0.005,44.27,35.3560361,-117.8180822,600.223,3,,
5285.263,-31.29258200000004,-0.196,-6.776,7.442,0.005,-0.013,0.006,44.29,35.3560361,-117.8180818,600.13,3,,
5286.248,-32.1784088000004,-0.201,-6.767,7.427,0.005,-0.013,0.006,44.31,35.3560361,-117.8180814,600.063,3,,
5287.234,-32.47368439999991,-0.196,-6.767,7.442,0.006,-0.013,0.005,44.33,35.356036,-117.8180811,599.926,3,,
5288.22,-31.587857600000007,-0.191,-6.767,7.437,0.006,-0.012,0.005,44.36,35.3560358,-117.8180809,599.804,3,,
5289.208,-31.29258200000004,-0.191,-6.767,7.432,0.006,-0.013,0.005,44.38,35.3560349,-117.8180804,599.783,3,,
5290.192,-31.29258200000004,-0.191,-6.762,7.437,0.006,-0.013,0.006,44.4,35.3560343,-117.8180805,599.8,3,,
5291.278,-33.03142720000005,-0.196,-6.772,7.437,0.006,-0.013,0.005,44.42,35.3560339,-117.8180806,599.786,3,,
5292.265,-31.03011480000032,-0.191,-6.772,7.442,0.006,-0.012,0.005,44.44,35.3560335,-117.8180805,599.76,3,,
5293.256,-31.587857600000007,-0.201,-6.767,7.446,0.006,-0.013,0.005,44.47,35.3560331,-117.8180806,599.753,3,,
5294.242,-30.734839199999897,-0.196,-6.772,7.437,0.006,-0.012,0.006,44.49,35.3560327,-117.8180802,599.624,3,,
5295.228,-33.03142720000005,-0.191,-6.767,7.442,0.005,-0.013,0.004,44.51,35.3560327,-117.8180801,599.591,3,,
5296.215,-31.883133199999975,-0.191,-6.767,7.442,0.007,-0.012,0.005,44.54,35.3560323,-117.8180799,599.536,3,,
5297.2,-31.587857600000007,-0.206,-6.776,7.432,0.006,-0.012,0.005,44.56,35.3560324,-117.8180795,599.53,3,,
5298.183,-31.03011480000032,-0.191,-6.772,7.442,0.006,-0.013,0.004,44.58,35.3560325,-117.818079,599.499,3,,
5299.272,-32.1784088000004,-0.191,-6.767,7.446,0.006,-0.012,0.004,44.61,35.3560328,-117.8180786,599.357,3,,
5300.26,-32.1784088000004,-0.191,-6.762,7.437,0.006,-0.013,0.004,44.63,35.3560329,-117.8180783,599.255,3,,
5301.245,-31.29258200000004,-0.191,-6.776,7.427,0.006,-0.011,0.005,44.65,35.3560326,-117.8180778,599.222,3,,
5302.23,-31.587857600000007,-0.191,-6.772,7.442,0.006,-0.015,0.005,44.67,35.3560326,-117.8180775,599.182,3,,
5303.216,-31.29258200000004,-0.187,-6.776,7.437,0.006,-0.012,0.005,44.7,35.3560324,-117.8180771,599.112,3,,
5304.202,-31.587857600000007,-0.191,-6.776,7.423,0.007,-0.012,0.006,44.72,35.3560319,-117.8180766,599.059,3,,
5305.191,-32.1784088000004,-0.191,-6.767,7.437,0.006,-0.012,0.005,44.74,35.3560319,-117.8180765,598.979,3,,
5306.179,-32.1784088000004,-0.196,-6.772,7.437,0.006,-0.012,0.004,44.77,35.3560321,-117.8180762,598.931,3,,
5307.265,-32.47368439999991,-0.206,-6.781,7.442,0.006,-0.013,0.005,44.79,35.3560319,-117.8180761,598.935,3,,
5308.252,-33.03142720000005,-0.196,-6.776,7.427,0.007,-0.012,0.005,44.81,35.3560312,-117.8180752,598.769,3,,
5309.241,-32.76895999999988,-0.196,-6.762,7.437,0.006,-0.013,0.004,44.83,35.3560313,-117.8180752,598.796,3,,
5310.242,-32.1784088000004,-0.196,-6.776,7.432,0.006,-0.012,0.005,44.85,35.3560312,-117.8180753,598.922,3,,
5311.23,-32.47368439999991,-0.191,-6.776,7.437,0.006,-0.012,0.006,44.88,35.3560314,-117.8180758,598.908,3,,
5312.215,-31.883133199999975,-0.191,-6.762,7.427,0.006,-0.012,0.005,44.9,35.3560317,-117.818076,598.995,3,,
5313.201,-32.1784088000004,-0.191,-6.767,7.427,0.006,-0.013,0.004,44.92,35.3560317,-117.8180761,598.929,3,,
5314.192,-31.587857600000007,-0.201,-6.772,7.442,0.007,-0.012,0.005,44.94,35.3560317,-117.8180763,598.984,3,,
5315.277,-31.587857600000007,-0.196,-6.772,7.451,0.007,-0.015,0.005,44.97,35.3560314,-117.8180758,598.996,3,,
5316.261,-32.1784088000004,-0.196,-6.772,7.432,0.007,-0.012,0.005,44.99,35.3560314,-117.8180759,598.954,3,,
5317.25,-31.03011480000032,-0.191,-6.776,7.427,0.007,-0.012,0.006,45.01,35.3560313,-117.8180763,598.945,3,,
5318.234,-31.587857600000007,-0.196,-6.767,7.442,0.005,-0.012,0.006,45.04,35.3560309,-117.8180765,598.877,3,,
5319.217,-31.883133199999975,-0.196,-6.776,7.432,0.007,-0.013,0.005,45.05,35.3560309,-117.8180769,598.804,3,,
5320.204,-29.553736800000024,-0.187,-6.772,7.437,0.006,-0.013,0.006,45.08,35.3560312,-117.8180773,598.7,3,,
5321.189,-31.587857600000007,-0.191,-6.781,7.432,0.006,-0.012,0.005,45.1,35.3560314,-117.8180774,598.581,3,,
5322.275,-30.43956359999993,-0.201,-6.762,7.427,0.005,-0.013,0.005,45.12,35.3560314,-117.8180773,598.528,3,,
5323.26,-29.291269600000305,-0.196,-6.776,7.432,0.006,-0.013,0.005,45.15,35.356032,-117.8180777,598.36,3,,
5324.248,-30.734839199999897,-0.201,-6.776,7.451,0.006,-0.012,0.005,45.17,35.3560326,-117.8180784,598.246,3,,
5325.24,-30.734839199999897,-0.196,-6.776,7.446,0.005,-0.013,0.005,45.19,35.3560326,-117.8180788,598.218,3,,
5326.231,-30.734839199999897,-0.196,-6.767,7.442,0.006,-0.012,0.005,45.21,35.3560329,-117.8180794,598.14,3,,
5327.217,-31.03011480000032,-0.191,-6.767,7.442,0.006,-0.013,0.005,45.24,35.3560333,-117.8180798,598.086,3,,
5328.201,-30.734839199999897,-0.191,-6.772,7.423,0.004,-0.013,0.006,45.26,35.3560335,-117.8180797,598.014,3,,
5329.186,-31.03011480000032,-0.191,-6.776,7.442,0.006,-0.012,0.006,45.28,35.356034,-117.8180795,597.924,3,,
5330.177,-30.734839199999897,-0.201,-6.776,7.432,0.006,-0.013,0.006,45.31,35.3560348,-117.8180795,597.796,3,,
5331.264,-30.14428799999996,-0.196,-6.772,7.437,0.007,-0.012,0.005,45.33,35.3560351,-117.8180797,597.761,3,,
5332.25,-30.43956359999993,-0.196,-6.776,7.446,0.005,-0.015,0.005,45.35,35.3560348,-117.8180797,597.768,3,,
5333.235,-30.14428799999996,-0.196,-6.772,7.437,0.005,-0.012,0.005,45.37,35.3560347,-117.8180798,597.777,3,,
5334.223,-31.03011480000032,-0.187,-6.772,7.437,0.005,-0.012,0.004,45.39,35.3560345,-117.8180795,597.813,3,,
5335.21,-30.734839199999897,-0.191,-6.767,7.432,0.007,-0.012,0.005,45.42,35.3560341,-117.8180792,597.897,3,,
5336.196,-29.849012399999992,-0.196,-6.767,7.461,0.006,-0.013,0.005,45.44,35.3560338,-117.818079,597.966,3,,
5337.181,-30.734839199999897,-0.196,-6.772,7.432,0.007,-0.013,0.005,45.48,35.3560335,-117.8180787,597.974,3,,
5338.17,-31.03011480000032,-0.196,-6.772,7.423,0.007,-0.013,0.006,45.5,35.3560336,-117.8180786,597.964,3,,
5339.255,-31.03011480000032,-0.196,-6.767,7.442,0.006,-0.013,0.005,45.52,35.3560338,-117.8180785,597.865,3,,
5340.241,-30.43956359999993,-0.196,-6.776,7.432,0.007,-0.012,0.005,45.54,35.3560335,-117.8180782,597.868,3,,
5341.233,-31.29258200000004,-0.187,-6.781,7.437,0.005,-0.012,0.004,45.57,35.3560335,-117.8180778,597.796,3,,
5342.229,-30.43956359999993,-0.191,-6.767,7.432,0.009,-0.013,0.005,45.59,35.3560331,-117.8180772,597.717,3,,
5343.214,-30.14428799999996,-0.196,-6.762,7.442,0.005,-0.012,0.005,45.61,35.3560332,-117.8180768,597.64,3,,
5344.197,-31.03011480000032,-0.206,-6.772,7.432,0.007,-0.012,0.005,45.63,35.3560336,-117.8180768,597.599,3,,
5345.185,-29.291269600000305,-0.206,-6.781,7.437,0.006,-0.013,0.005,45.64,35.3560339,-117.8180768,597.59,3,,
5346.173,-30.734839199999897,-0.191,-6.767,7.442,0.006,-0.012,0.007,45.67,35.3560344,-117.8180769,597.558,3,,
5347.259,-30.734839199999897,-0.201,-6.772,7.432,0.006,-0.012,0.005,45.69,35.3560342,-117.8180769,597.556,3,,
5348.247,-30.14428799999996,-0.191,-6.767,7.442,0.007,-0.013,0.005,45.71,35.3560332,-117.8180765,597.568,3,,
5349.234,-30.43956359999993,-0.191,-6.772,7.442,0.007,-0.012,0.007,45.73,35.3560324,-117.8180764,597.603,3,,
5350.217,-31.03011480000032,-0.191,-6.767,7.437,0.006,-0.012,0.006,45.75,35.3560323,-117.8180766,597.574,3,,
5351.212,-30.14428799999996,-0.182,-6.767,7.437,0.007,-0.013,0.005,45.77,35.3560316,-117.8180762,597.619,3,,
5352.2,-29.291269600000305,-0.196,-6.772,7.437,0.006,-0.013,0.005,45.8,35.3560313,-117.8180763,597.598,3,,
5353.185,-30.14428799999996,-0.196,-6.772,7.432,0.006,-0.012,0.005,45.82,35.3560316,-117.8180769,597.553,3,,
5354.17,-29.553736800000024,-0.196,-6.772,7.432,0.007,-0.013,0.005,45.84,35.3560311,-117.8180774,597.591,3,,
5355.261,-30.734839199999897,-0.177,-6.767,7.437,0.007,-0.012,0.005,45.86,35.3560306,-117.8180779,597.613,3,,
5356.246,-30.734839199999897,-0.196,-6.772,7.437,0.007,-0.013,0.006,45.88,35.3560302,-117.8180781,597.646,3,,
5357.232,-29.291269600000305,-0.201,-6.767,7.427,0.007,-0.013,0.005,45.9,35.3560298,-117.8180782,597.633,3,,
5358.221,-31.03011480000032,-0.196,-6.776,7.442,0.006,-0.013,0.005,45.92,35.3560292,-117.8180781,597.622,3,,
5359.208,-29.849012399999992,-0.191,-6.772,7.432,0.006,-0.012,0.005,45.94,35.3560286,-117.8180779,597.636,3,,
5360.192,-29.849012399999992,-0.191,-6.781,7.432,0.005,-0.013,0.005,45.96,35.3560279,-117.8180774,597.642,3,,
5361.18,-31.03011480000032,-0.191,-6.776,7.451,0.006,-0.013,0.005,45.99,35.3560274,-117.8180771,597.684,3,,
5362.168,-30.734839199999897,-0.191,-6.767,7.442,0.006,-0.012,0.006,46.01,35.3560271,-117.8180768,597.669,3,,
5363.26,-31.29258200000004,-0.196,-6.776,7.432,0.007,-0.013,0.005,46.03,35.3560268,-117.8180763,597.636,3,,
5364.254,-30.14428799999996,-0.201,-6.767,7.442,0.006,-0.012,0.005,46.05,35.3560266,-117.8180759,597.628,3,,
5365.238,-31.29258200000004,-0.201,-6.776,7.437,0.007,-0.013,0.006,46.07,35.3560255,-117.8180742,597.781,3,,
5366.224,-29.553736800000024,-0.196,-6.767,7.442,0.006,-0.013,0.006,46.09,35.3560256,-117.8180741,597.761,3,,
5367.209,-30.14428799999996,-0.191,-6.776,7.442,0.006,-0.013,0.005,46.11,35.3560259,-117.818074,597.7,3,,
5368.193,-30.43956359999993,-0.196,-6.776,7.437,0.005,-0.012,0.005,46.13,35.3560264,-117.8180742,597.678,3,,
5369.18,-30.14428799999996,-0.191,-6.772,7.446,0.007,-0.013,0.005,46.15,35.3560265,-117.818074,597.678,3,,
5370.269,-30.43956359999993,-0.196,-6.772,7.442,0.006,-0.013,0.005,46.18,35.3560264,-117.8180736,597.661,3,,
5371.262,-31.29258200000004,-0.191,-6.772,7.446,0.006,-0.013,0.005,46.19,35.3560265,-117.8180734,597.613,3,,
5372.249,-30.734839199999897,-0.196,-6.757,7.451,0.006,-0.013,0.005,46.22,35.3560264,-117.8180731,597.614,3,,
5373.237,-31.03011480000032,-0.201,-6.772,7.437,0.009,-0.013,0.005,46.25,35.3560262,-117.8180732,597.71,3,,
5374.222,-29.849012399999992,-0.201,-6.762,7.456,0.006,-0.013,0.005,46.27,35.3560263,-117.8180731,597.622,3,,
5375.211,-31.587857600000007,-0.196,-6.776,7.442,0.001,-0.013,0.005,46.31,35.3560262,-117.8180727,597.577,3,,
5376.198,-31.587857600000007,-0.191,-6.757,7.437,0.005,-0.013,0.006,46.32,35.3560264,-117.8180726,597.537,3,,
5377.182,-30.14428799999996,-0.191,-6.762,7.442,0.007,-0.013,0.006,46.34,35.3560267,-117.8180733,597.677,3,,
5378.17,-30.734839199999897,-0.187,-6.776,7.437,0.005,-0.012,0.005,46.35,35.3560269,-117.8180739,597.787,3,,
5379.256,-31.587857600000007,-0.187,-6.772,7.442,0.006,-0.013,0.005,46.37,35.3560271,-117.8180746,597.904,3,,
5380.244,-31.03011480000032,-0.191,-6.762,7.442,0.006,-0.012,0.006,46.39,35.3560274,-117.8180751,598.018,3,,
5381.231,-31.883133199999975,-0.191,-6.767,7.446,0.006,-0.013,0.005,46.41,35.3560275,-117.8180752,598.102,3,,
5382.215,-30.734839199999897,-0.191,-6.772,7.437,0.006,-0.012,0.005,46.43,35.3560274,-117.8180754,598.194,3,,
5383.204,-31.587857600000007,-0.196,-6.776,7.442,0.006,-0.013,0.006,46.45,35.3560273,-117.8180756,598.27,3,,
5384.19,-31.29258200000004,-0.191,-6.767,7.437,0.006,-0.012,0.006,46.47,35.3560273,-117.8180757,598.344,3,,
5385.281,-31.587857600000007,-0.191,-6.767,7.437,0.006,-0.012,0.005,46.49,35.3560277,-117.818076,598.42,3,,
5386.167,-30.43956359999993,-0.191,-6.767,7.437,0.006,-0.012,0.005,46.51,35.3560277,-117.818076,598.483,3,,
5387.257,-31.03011480000032,-0.196,-6.762,7.375,0.006,-0.013,0.006,46.53,35.3560277,-117.8180762,598.531,3,,
5388.245,-30.734839199999897,-0.196,-6.772,7.394,0.007,-0.013,0.005,46.55,35.3560275,-117.8180762,598.586,3,,
5389.238,-30.734839199999897,-0.187,-6.772,7.432,0.005,-0.013,0.006,46.57,35.3560273,-117.8180762,598.606,3,,
5390.293,-29.849012399999992,-0.201,-6.767,7.432,0.007,-0.013,0.005,46.6,35.3560269,-117.8180762,598.683,3,,
5391.28,-32.1784088000004,-0.201,-6.762,7.432,0.005,-0.012,0.005,46.62,35.3560265,-117.8180755,598.841,3,,
5392.263,-31.29258200000004,-0.196,-6.772,7.432,0.007,-0.012,0.007,46.64,35.3560265,-117.8180753,598.846,3,,
5393.248,-31.03011480000032,-0.196,-6.767,7.427,0.006,-0.013,0.006,46.66,35.3560265,-117.8180751,598.823,3,,
5394.237,-30.734839199999897,-0.206,-6.762,7.451,0.006,-0.012,0.006,46.68,35.3560264,-117.8180747,598.795,3,,
5395.221,-30.734839199999897,-0.201,-6.776,7.437,0.007,-0.013,0.005,46.7,35.356026,-117.8180744,598.787,3,,
5396.206,-31.03011480000032,-0.201,-6.776,7.432,0.006,-0.013,0.006,46.73,35.3560261,-117.8180742,598.724,3,,
