t,baro_alt,ax,ay,az,gx,gy,gz,altTemp,lat,lon,gps_alt,gps_fix,rssi,snr
1046.27,-2.3227648000001864,-9.94,0.402,0.23,-0.005,-0.01,0.007,45.9,35.3479066,-117.8094322,629.653,3,,
1047.263,-2.9133160000001226,-9.983,-0.373,0.321,-0.005,-0.023,-0.013,45.91,35.3479064,-117.8094326,629.684,3,,
1048.255,-2.6180403999996997,-9.844,0.589,0.421,0.07,-0.017,0.004,45.92,35.3479065,-117.809433,629.727,3,,
1049.241,-3.2085916000000907,-9.897,1.096,0.416,0.061,-0.015,0.0,45.93,35.3479064,-117.8094336,629.73,3,,
1050.238,-3.766334399999778,-9.844,0.426,0.435,-0.02,-0.013,0.006,45.92,35.3479063,-117.8094341,629.719,3,,
1051.224,-2.6180403999996997,-9.849,0.455,0.244,-0.022,-0.011,0.009,45.92,35.3479064,-117.8094343,629.655,3,,
1052.21,-3.2085916000000907,-9.873,0.206,0.349,0.005,-0.012,0.005,45.92,35.3479066,-117.8094345,629.607,3,,
1053.196,-3.4710588000002645,-9.858,0.421,0.383,0.012,-0.012,0.006,45.92,35.3479067,-117.8094347,629.584,3,,
1054.19,-3.2085916000000907,-9.854,0.364,0.359,0.016,-0.015,0.005,45.92,35.347907,-117.8094348,629.664,3,,
1055.275,-2.6180403999996997,-9.858,0.335,0.306,0.0,-0.013,0.006,45.92,35.347907,-117.8094351,629.737,3,,
1056.261,-3.4710588000002645,-9.868,0.584,0.187,-0.022,-0.006,0.011,45.94,35.3479074,-117.8094352,629.824,3,,
1057.252,-2.3227648000001864,-9.863,0.407,0.258,0.004,-0.012,0.005,45.95,35.3479075,-117.8094353,629.951,3,,
1058.235,-2.9133160000001226,-9.858,0.392,0.278,0.01,-0.013,0.006,45.95,35.3479076,-117.8094354,630.022,3,,
1059.22,-3.2085916000000907,-9.868,0.416,0.225,0.027,-0.013,0.005,45.95,35.3479074,-117.8094356,630.08,3,,
1060.211,-3.4710588000002645,-9.854,0.397,0.368,-0.001,-0.013,0.007,45.96,35.3479073,-117.8094358,630.17,3,,
1061.206,-2.9133160000001226,-9.858,0.373,0.345,0.011,-0.013,0.005,45.98,35.3479071,-117.809436,630.24,3,,
1062.195,-3.4710588000002645,-9.839,0.421,0.301,0.006,-0.013,0.006,45.98,35.347907,-117.8094356,630.216,3,,
1063.287,-3.4710588000002645,-9.863,0.402,0.33,0.001,-0.013,0.006,45.98,35.3479068,-117.8094356,630.182,3,,
1064.276,-2.9133160000001226,-9.887,0.354,0.282,0.011,-0.012,0.005,45.99,35.3479064,-117.8094357,630.172,3,,
1065.271,-4.061610000000201,-9.863,0.311,0.301,0.007,-0.016,0.004,46.0,35.3479064,-117.8094355,630.24,3,,
1066.26,-3.2085916000000907,-9.839,0.536,0.282,-0.009,-0.012,0.006,46.02,35.3479067,-117.8094353,630.279,3,,
1067.25,-3.2085916000000907,-9.858,0.483,0.34,0.011,-0.012,0.006,46.02,35.3479069,-117.8094351,630.313,3,,
1068.237,-2.3227648000001864,-9.863,0.373,0.354,-0.004,-0.011,0.006,46.02,35.3479073,-117.8094348,630.331,3,,
1069.223,-2.6180403999996997,-9.858,0.268,0.407,0.007,-0.016,0.002,46.03,35.3479076,-117.8094348,630.344,3,,
1070.21,-3.2085916000000907,-9.868,0.469,0.244,0.0,-0.012,0.006,46.05,35.347908,-117.8094345,630.317,3,,
1071.297,-2.9133160000001226,-9.863,0.388,0.258,0.006,-0.013,0.005,46.06,35.3479084,-117.8094342,630.274,3,,
1072.285,-3.2085916000000907,-9.863,0.33,0.402,0.0,-0.013,0.006,46.07,35.3479088,-117.8094339,630.274,3,,
1073.272,-4.061610000000201,-9.849,0.359,0.373,0.007,-0.015,0.007,46.07,35.3479092,-117.8094336,630.19,3,,
1074.26,-2.0274892000002183,-9.868,0.397,0.321,0.001,-0.013,0.006,46.06,35.3479095,-117.8094333,630.101,3,,
1075.253,-3.4710588000002645,-9.863,0.412,0.345,0.007,-0.013,0.006,46.07,35.3479099,-117.809433,630.064,3,,
1076.24,-2.6180403999996997,-9.854,0.421,0.33,0.01,-0.013,0.006,46.08,35.34791,-117.8094328,629.966,3,,
1077.228,-4.652161199999682,-9.844,0.402,0.345,0.007,-0.012,0.006,46.08,35.3479103,-117.8094328,629.985,3,,
1078.214,-4.947436800000105,-9.858,0.364,0.158,0.004,-0.013,0.005,46.04,35.3479108,-117.8094327,629.955,3,,
1079.307,-4.356885600000169,-9.844,0.397,0.268,0.009,-0.012,0.006,45.91,35.3479111,-117.8094329,629.908,3,,
1080.294,-3.2085916000000907,-9.858,0.392,0.191,0.004,-0.012,0.005,45.82,35.3479116,-117.8094328,629.865,3,,
1081.281,-2.9133160000001226,-9.858,0.368,0.239,0.005,-0.013,0.006,45.75,35.347912,-117.8094327,629.872,3,,
1082.272,-3.4710588000002645,-9.849,0.392,0.292,0.009,-0.013,0.007,45.8,35.3479122,-117.8094328,629.916,3,,
1083.261,-4.061610000000201,-9.858,0.402,0.345,0.004,-0.013,0.007,45.86,35.3479125,-117.809433,629.91,3,,
1084.25,-3.766334399999778,-9.858,0.392,0.254,0.01,-0.013,0.006,45.74,35.3479129,-117.8094328,629.887,3,,
1085.242,-4.652161199999682,-9.858,0.407,0.23,0.006,-0.012,0.005,45.68,35.3479131,-117.8094329,629.912,3,,
1086.227,-3.2085916000000907,-9.854,0.378,0.196,0.006,-0.012,0.006,45.64,35.3479135,-117.8094326,629.924,3,,
1087.212,-3.2085916000000907,-9.849,0.412,0.282,0.007,-0.013,0.006,45.65,35.3479138,-117.8094324,629.921,3,,
1088.2,-4.061610000000201,-9.854,0.412,0.33,0.007,-0.013,0.005,45.75,35.3479139,-117.809432,629.885,3,,
1089.291,-4.356885600000169,-9.858,0.397,0.33,0.007,-0.012,0.006,45.79,35.3479138,-117.8094322,629.954,3,,
1090.177,-4.652161199999682,-9.858,0.392,0.321,0.006,-0.013,0.005,45.8,35.3479136,-117.8094322,630.014,3,,
1091.267,-3.766334399999778,-9.858,0.397,0.258,0.005,-0.013,0.006,45.7,35.3479133,-117.8094325,630.094,3,,
1092.259,-4.356885600000169,-9.849,0.392,0.206,0.006,-0.015,0.006,45.67,35.3479135,-117.8094324,630.105,3,,
1093.246,-4.061610000000201,-9.854,0.388,0.167,0.01,-0.013,0.005,45.57,35.3479138,-117.8094322,630.082,3,,
1094.234,-4.652161199999682,-9.844,0.388,-0.005,0.009,-0.012,0.005,45.39,35.3479139,-117.8094321,630.086,3,,
1095.22,-4.356885600000169,-9.844,0.368,0.0,0.006,-0.012,0.007,45.3,35.347914,-117.8094321,630.064,3,,
1096.21,-4.356885600000169,-9.839,0.407,0.029,0.002,-0.012,0.005,45.29,35.3479145,-117.8094317,630.056,3,,
1097.3,-3.766334399999778,-9.849,0.392,0.1,0.01,-0.012,0.006,45.23,35.3479147,-117.8094314,630.129,3,,
1098.188,-2.9133160000001226,-9.839,0.421,0.091,0.002,-0.013,0.006,45.21,35.347915,-117.809431,630.212,3,,
1099.275,-4.947436800000105,-9.892,-0.904,0.258,-0.029,-0.021,0.007,45.2,35.3479152,-117.8094306,630.317,3,,
1100.271,-3.4710588000002645,-9.82,0.828,0.311,0.011,-0.009,0.009,45.12,35.3479154,-117.8094302,630.378,3,,
1101.259,-4.061610000000201,-9.849,0.368,0.081,0.009,-0.012,0.005,45.09,35.3479157,-117.8094299,630.49,3,,
1102.247,-2.9133160000001226,-9.863,0.383,0.12,0.01,-0.013,0.006,45.06,35.347916,-117.8094294,630.544,3,,
1103.233,-2.9133160000001226,-9.858,0.445,0.086,0.005,-0.01,0.007,45.05,35.3479163,-117.8094289,630.539,3,,
1104.221,-2.3227648000001864,-9.801,0.502,0.665,-0.01,-0.018,0.007,44.98,35.3479168,-117.8094283,630.521,3,,
1105.208,-2.9133160000001226,-9.849,0.373,0.158,0.001,-0.016,0.004,44.97,35.3479171,-117.8094278,630.477,3,,
1106.195,-3.4710588000002645,-9.873,0.316,0.234,0.011,-0.016,0.005,44.92,35.3479174,-117.8094272,630.446,3,,
1107.284,-3.4710588000002645,-9.849,0.311,0.158,0.0,-0.012,0.006,44.97,35.3479174,-117.8094271,630.467,3,,
1108.269,-3.2085916000000907,-9.849,0.311,0.206,0.005,-0.01,0.005,44.91,35.3479173,-117.8094272,630.485,3,,
1109.255,-2.0274892000002183,-9.858,0.373,0.187,0.013,-0.013,0.005,44.85,35.3479173,-117.8094272,630.527,3,,
1110.243,-2.9133160000001226,-9.858,0.388,0.239,0.011,-0.015,0.006,44.92,35.3479172,-117.8094271,630.533,3,,
1111.234,-3.766334399999778,-9.868,0.483,0.158,0.007,-0.012,0.006,44.89,35.347917,-117.8094273,630.589,3,,
1112.23,-3.2085916000000907,-9.844,0.402,0.086,-0.002,-0.011,0.006,44.87,35.3479164,-117.809428,630.689,3,,
1113.215,-4.061610000000201,-9.796,0.22,0.177,-0.005,-0.007,0.009,44.9,35.3479166,-117.8094278,630.661,3,,
1114.202,-4.947436800000105,-9.945,-0.024,0.057,0.016,-0.001,0.011,44.96,35.3479166,-117.8094278,630.668,3,,
1115.29,-2.3227648000001864,-9.945,0.091,0.211,0.013,-0.012,-0.001,44.97,35.3479169,-117.8094273,630.556,3,,
1116.282,-4.061610000000201,-9.844,0.703,0.148,0.007,-0.012,0.005,44.94,35.3479167,-117.8094272,630.224,3,,
1117.271,-2.6180403999996997,-9.748,0.129,0.804,0.005,-0.017,0.002,44.95,35.3479165,-117.8094268,629.804,3,,
1118.263,-4.947436800000105,-9.858,0.368,0.096,0.017,-0.011,0.005,45.0,35.3479161,-117.8094268,629.456,3,,
1119.251,-3.2085916000000907,-9.839,0.632,0.196,0.023,-0.009,0.012,44.92,35.3479158,-117.8094267,629.183,3,,
1120.239,-3.2085916000000907,-9.858,0.837,0.206,0.016,0.001,0.024,44.9,35.3479153,-117.8094267,628.924,3,,
1121.226,-4.356885600000169,-9.854,0.402,0.144,0.005,-0.017,0.002,44.91,35.3479151,-117.8094264,628.691,3,,
1122.213,-3.2085916000000907,-9.878,0.354,0.258,-0.006,-0.01,0.011,44.95,35.3479147,-117.8094262,628.555,3,,
1123.199,-3.2085916000000907,-9.878,0.297,0.019,-0.006,-0.007,0.006,44.94,35.3479146,-117.8094258,628.353,3,,
1124.195,-3.2085916000000907,-9.806,-0.033,0.388,-0.02,-0.016,0.004,44.91,35.3479146,-117.8094254,628.157,3,,
1125.186,-2.9133160000001226,-9.858,0.469,0.278,0.011,-0.012,0.005,44.91,35.3479147,-117.8094248,627.968,3,,
1126.272,-2.6180403999996997,-9.863,0.225,0.301,0.002,-0.011,0.005,44.96,35.3479147,-117.8094244,627.873,3,,
1127.256,-3.4710588000002645,-9.849,0.459,0.316,-0.006,-0.013,0.005,45.02,35.3479149,-117.8094236,627.71,3,,
1128.257,-1.7322135999997954,-9.849,0.809,0.211,0.009,-0.011,-0.005,45.01,35.347915,-117.809423,627.57,3,,
1129.242,-1.4697464000000764,-9.858,-0.158,0.479,0.016,-0.009,0.005,45.0,35.3479149,-117.8094223,627.45,3,,
1130.227,-4.061610000000201,-9.854,0.397,0.163,0.016,-0.013,0.006,44.98,35.347915,-117.8094217,627.347,3,,
1131.212,-1.7322135999997954,-9.835,0.526,0.249,-0.006,-0.011,0.007,44.92,35.3479152,-117.8094209,627.203,3,,
1132.196,-2.6180403999996997,-9.844,0.306,0.278,-0.001,-0.011,0.01,44.93,35.3479155,-117.8094201,627.058,3,,
1133.187,-2.6180403999996997,-9.839,0.435,0.321,0.012,-0.013,0.006,45.01,35.3479159,-117.809419,626.916,3,,
1134.18,-3.4710588000002645,-9.854,0.368,0.134,0.001,-0.013,0.006,44.99,35.3479161,-117.8094184,626.77,3,,
1135.348,-3.2085916000000907,-9.835,0.431,0.354,0.013,-0.015,0.007,44.96,35.3479162,-117.8094181,626.656,3,,
1136.234,-4.356885600000169,-9.839,0.388,0.129,0.006,-0.013,0.007,44.98,35.3479164,-117.8094174,626.556,3,,
1137.22,-2.9133160000001226,-9.844,0.402,-0.005,0.005,-0.012,0.006,44.85,35.347916,-117.8094173,626.646,3,,
1138.21,-4.356885600000169,-9.815,0.388,0.0,0.005,-0.012,0.006,44.73,35.3479156,-117.809417,626.641,3,,
1139.195,-3.2085916000000907,-9.849,0.287,0.043,0.01,-0.012,0.007,44.71,35.3479152,-117.8094168,626.568,3,,
1140.184,-3.4710588000002645,-9.839,0.407,0.081,0.004,-0.012,0.007,44.74,35.3479144,-117.809417,626.582,3,,
1141.271,-3.4710588000002645,-9.806,0.579,0.469,0.0,-0.02,0.016,44.73,35.3479137,-117.8094172,626.612,3,,
1142.262,-3.766334399999778,-9.844,0.388,0.297,-0.005,-0.015,0.006,44.73,35.3479131,-117.8094176,626.615,3,,
1143.248,-3.2085916000000907,-9.825,0.445,0.091,0.005,-0.013,0.006,44.78,35.3479125,-117.8094179,626.673,3,,
1144.232,-3.766334399999778,-9.854,0.402,0.22,0.017,-0.013,0.006,44.77,35.347912,-117.8094182,626.719,3,,
1145.224,-4.356885600000169,-9.844,0.435,0.091,-0.001,-0.013,0.006,44.7,35.3479118,-117.8094183,626.799,3,,
1146.209,-2.9133160000001226,-9.849,0.44,0.029,-0.001,-0.013,0.006,44.68,35.3479115,-117.8094184,626.826,3,,
1147.198,-2.9133160000001226,-9.835,0.373,0.062,0.004,-0.012,0.006,44.58,35.3479112,-117.8094186,626.886,3,,
1148.185,-3.4710588000002645,-9.858,0.392,0.23,0.013,-0.013,0.005,44.6,35.3479108,-117.8094187,626.942,3,,
1149.174,-2.6180403999996997,-9.849,0.392,0.23,0.001,-0.012,0.006,44.66,35.3479106,-117.8094187,626.994,3,,
1150.163,-3.4710588000002645,-9.897,0.402,0.464,0.007,-0.004,0.018,44.73,35.3479104,-117.8094188,627.058,3,,
1151.249,-4.061610000000201,-9.983,0.871,0.258,-0.01,-0.01,-0.007,44.78,35.34791,-117.8094189,627.138,3,,
1152.241,-3.2085916000000907,-9.835,0.244,0.488,-0.032,-0.009,0.01,44.79,35.34791,-117.8094189,627.124,3,,
1153.228,-1.4697464000000764,-9.878,-0.881,0.881,-0.023,-0.015,-0.009,44.79,35.3479099,-117.8094193,627.145,3,,
1154.223,-3.4710588000002645,-9.844,0.747,-0.239,0.079,-0.015,0.002,44.8,35.3479098,-117.8094198,627.192,3,,
1155.209,-1.7322135999997954,-9.811,0.66,0.182,-0.023,-0.013,0.002,44.84,35.3479098,-117.8094203,627.224,3,,
1156.197,-3.766334399999778,-9.878,0.081,0.397,0.042,-0.02,0.004,44.88,35.3479096,-117.8094205,627.234,3,,
1157.182,-3.2085916000000907,-9.925,0.44,0.167,0.017,-0.01,0.001,44.89,35.3479092,-117.8094211,627.285,3,,
1158.167,-2.0274892000002183,-9.868,0.44,0.402,-0.012,-0.012,0.006,44.93,35.3479094,-117.8094214,627.213,3,,
1159.259,-3.2085916000000907,-9.839,0.483,0.297,0.004,-0.012,0.006,44.96,35.3479092,-117.809422,627.203,3,,
1160.245,-2.6180403999996997,-9.844,0.445,0.273,0.011,-0.015,0.006,44.96,35.3479094,-117.8094221,627.102,3,,
1161.232,-2.3227648000001864,-9.858,0.196,0.187,0.006,-0.013,0.006,44.99,35.3479095,-117.8094223,627.071,3,,
1162.214,-1.4697464000000764,-9.844,0.455,0.579,0.034,-0.013,0.002,45.01,35.3479094,-117.8094225,627.043,3,,
1163.206,-2.9133160000001226,-9.844,0.416,0.388,-0.012,-0.011,0.006,44.97,35.3479096,-117.8094225,626.983,3,,
1164.193,-2.0274892000002183,-9.854,0.488,0.273,-0.004,-0.011,0.006,44.95,35.3479099,-117.8094222,626.904,3,,
1165.178,-3.4710588000002645,-9.858,0.541,0.273,0.002,-0.012,0.007,45.0,35.3479104,-117.8094219,626.786,3,,
1166.269,-2.3227648000001864,-9.849,0.55,0.311,0.002,-0.015,0.006,44.99,35.3479107,-117.8094216,626.766,3,,
1167.26,-3.2085916000000907,-9.868,0.349,0.359,0.013,-0.013,0.005,45.0,35.3479111,-117.8094212,626.719,3,,
1168.249,-4.652161199999682,-9.791,0.464,-0.024,-0.001,-0.017,0.006,44.82,35.3479111,-117.8094209,626.704,3,,
1169.24,-3.766334399999778,-9.835,0.306,-0.129,-0.002,-0.01,0.006,44.67,35.3479115,-117.8094204,626.68,3,,
1170.235,-3.766334399999778,-9.825,0.397,-0.038,-0.009,-0.013,0.007,44.64,35.3479118,-117.8094199,626.709,3,,
1171.229,-2.9133160000001226,-9.835,0.364,-0.1,0.011,-0.011,0.01,44.62,35.3479121,-117.8094193,626.737,3,,
1172.214,-2.6180403999996997,-9.868,0.196,0.282,0.01,-0.012,0.004,44.65,35.3479124,-117.8094188,626.743,3,,
1173.206,-2.3227648000001864,-9.849,0.292,0.249,0.004,-0.013,0.006,44.72,35.3479125,-117.8094185,626.689,3,,
1174.199,-3.2085916000000907,-9.844,0.306,0.239,0.018,-0.013,0.005,44.79,35.3479126,-117.8094182,626.613,3,,
1175.288,-2.3227648000001864,-9.887,0.268,0.321,0.018,-0.015,0.005,44.79,35.3479124,-117.8094181,626.539,3,,
1176.274,-2.0274892000002183,-9.868,0.167,0.287,0.006,-0.013,0.006,44.8,35.3479123,-117.809418,626.452,3,,
1177.262,-2.3227648000001864,-9.863,0.474,0.124,-0.006,-0.013,0.006,44.77,35.347912,-117.809418,626.41,3,,
1178.247,-2.6180403999996997,-9.854,0.392,0.263,0.005,-0.013,0.006,44.74,35.3479119,-117.8094181,626.309,3,,
1179.232,-3.766334399999778,-9.854,0.383,0.177,0.001,-0.012,0.005,44.74,35.3479119,-117.8094181,626.241,3,,
1180.218,-2.6180403999996997,-9.854,0.345,0.182,0.01,-0.013,0.006,44.69,35.3479117,-117.8094184,626.18,3,,
1181.204,-2.9133160000001226,-9.839,0.421,0.163,0.013,-0.015,0.006,44.71,35.3479117,-117.8094186,626.107,3,,
1182.189,-2.9133160000001226,-9.863,0.349,0.33,0.001,-0.011,0.006,44.73,35.3479116,-117.8094186,626.052,3,,
1183.277,-2.6180403999996997,-9.858,0.412,0.278,-0.006,-0.013,0.005,44.79,35.3479114,-117.8094188,625.995,3,,
1184.267,-3.2085916000000907,-9.844,0.44,0.349,0.01,-0.015,0.006,44.85,35.3479111,-117.809419,625.962,3,,
1185.254,-3.2085916000000907,-9.868,0.416,0.373,0.009,-0.011,0.006,44.88,35.347911,-117.8094195,625.939,3,,
1186.239,-1.4697464000000764,-9.858,0.412,0.335,0.007,-0.013,0.005,44.9,35.3479108,-117.8094195,625.828,3,,
1187.225,-2.3227648000001864,-9.858,0.397,0.311,0.004,-0.012,0.006,44.92,35.3479107,-117.8094196,625.736,3,,
1188.21,-3.766334399999778,-9.854,0.426,0.33,0.004,-0.013,0.006,44.94,35.3479103,-117.8094203,625.727,3,,
1189.195,-3.766334399999778,-9.863,0.407,0.378,0.005,-0.013,0.006,44.96,35.3479102,-117.8094207,625.676,3,,
1190.182,-3.2085916000000907,-9.854,0.412,0.345,0.004,-0.011,0.005,44.98,35.34791,-117.8094212,625.633,3,,
1191.271,-2.3227648000001864,-9.854,0.402,0.335,0.004,-0.013,0.006,44.99,35.3479097,-117.8094221,625.574,3,,
1192.259,-4.061610000000201,-9.858,0.421,0.335,0.011,-0.013,0.006,45.01,35.3479086,-117.8094241,625.641,3,,
1193.248,-2.9133160000001226,-9.863,0.421,0.311,0.004,-0.012,0.006,45.02,35.3479083,-117.809425,625.585,3,,
1194.235,-2.9133160000001226,-9.854,0.431,0.349,0.007,-0.012,0.006,45.05,35.3479084,-117.8094254,625.534,3,,
1195.226,-3.4710588000002645,-9.858,0.431,0.282,0.007,-0.012,0.006,45.07,35.3479083,-117.8094258,625.502,3,,
1196.212,-4.061610000000201,-9.844,0.416,0.349,0.002,-0.013,0.006,45.08,35.3479082,-117.8094264,625.485,3,,
1197.195,-3.4710588000002645,-9.858,0.431,0.349,0.004,-0.012,0.006,45.09,35.3479081,-117.809427,625.469,3,,
1198.287,-3.2085916000000907,-9.849,0.455,0.316,0.007,-0.011,0.006,45.08,35.347908,-117.8094276,625.444,3,,
1199.281,-4.356885600000169,-9.839,0.388,0.282,0.009,-0.012,0.006,45.04,35.3479081,-117.8094278,625.376,3,,
1200.27,-3.2085916000000907,-9.854,0.45,0.349,0.002,-0.011,0.006,45.06,35.3479083,-117.809428,625.31,3,,
1201.255,-3.2085916000000907,-9.863,0.44,0.321,0.005,-0.012,0.005,45.08,35.3479085,-117.8094284,625.231,3,,
1202.246,-2.9133160000001226,-9.849,0.412,0.335,0.005,-0.012,0.006,45.09,35.3479088,-117.8094282,625.172,3,,
1203.233,-3.766334399999778,-9.854,0.402,0.345,0.007,-0.013,0.005,45.11,35.3479092,-117.809428,625.14,3,,
1204.219,-2.9133160000001226,-9.849,0.421,0.311,0.006,-0.013,0.005,45.13,35.3479094,-117.8094282,625.105,3,,
1205.207,-2.9133160000001226,-9.863,0.426,0.354,0.006,-0.013,0.006,45.14,35.3479098,-117.8094279,625.032,3,,
1206.192,-2.3227648000001864,-9.858,0.416,0.33,0.004,-0.012,0.006,45.17,35.3479101,-117.8094279,624.95,3,,
1207.284,-2.0274892000002183,-9.849,0.402,0.359,0.007,-0.012,0.006,45.2,35.3479102,-117.809428,624.87,3,,
1208.271,-1.7322135999997954,-9.849,0.402,0.33,0.006,-0.012,0.006,45.21,35.3479106,-117.8094279,624.762,3,,
1209.26,-1.4697464000000764,-9.854,0.416,0.34,0.007,-0.012,0.006,45.2,35.3479106,-117.809428,624.698,3,,
1210.245,-4.061610000000201,-9.854,0.402,0.359,0.01,-0.012,0.006,45.21,35.3479105,-117.8094283,624.668,3,,
1211.231,-3.766334399999778,-9.854,0.431,0.335,0.004,-0.013,0.005,45.23,35.3479104,-117.8094284,624.628,3,,
1212.217,-3.2085916000000907,-9.858,0.431,0.34,0.005,-0.011,0.005,45.24,35.3479101,-117.8094288,624.651,3,,
1213.204,-3.766334399999778,-9.849,0.426,0.321,0.007,-0.011,0.005,45.25,35.3479099,-117.8094291,624.631,3,,
1214.189,-2.6180403999996997,-9.849,0.44,0.321,0.005,-0.012,0.005,45.26,35.3479097,-117.8094296,624.636,3,,
1215.275,-2.0274892000002183,-9.863,0.407,0.278,0.007,-0.013,0.005,45.24,35.3479095,-117.8094296,624.646,3,,
1216.263,-3.2085916000000907,-9.854,0.402,0.306,0.009,-0.013,0.006,45.18,35.3479094,-117.8094297,624.71,3,,
1217.248,-2.6180403999996997,-9.873,0.321,0.349,0.013,-0.013,0.006,45.2,35.3479089,-117.8094302,624.788,3,,
1218.235,-3.2085916000000907,-9.858,0.479,0.354,0.001,-0.012,0.006,45.18,35.3479087,-117.8094304,624.875,3,,
1219.221,-3.2085916000000907,-9.849,0.488,0.364,0.015,-0.013,0.006,45.22,35.3479082,-117.8094308,624.96,3,,
1220.211,-3.766334399999778,-9.854,0.445,0.306,0.009,-0.013,0.006,45.25,35.3479081,-117.8094307,624.999,3,,
1221.309,-3.4710588000002645,-9.858,0.368,0.335,0.005,-0.013,0.005,45.27,35.3479074,-117.8094315,625.047,3,,
1222.297,-2.3227648000001864,-9.849,0.431,0.258,0.0,-0.013,0.006,45.24,35.347907,-117.8094321,625.096,3,,
1223.287,-3.2085916000000907,-9.868,0.435,0.268,0.01,-0.013,0.007,45.17,35.3479068,-117.8094323,625.121,3,,
1224.275,-3.4710588000002645,-9.854,0.345,0.345,0.012,-0.012,0.005,45.15,35.3479065,-117.809433,625.107,3,,
1225.264,-4.061610000000201,-9.844,0.397,0.163,0.009,-0.013,0.006,45.14,35.3479064,-117.8094335,625.118,3,,
1226.256,-1.1744708000001083,-9.849,0.378,0.105,0.013,-0.015,0.005,44.99,35.3479061,-117.809434,625.169,3,,
1227.252,-2.9133160000001226,-9.849,0.416,0.301,0.006,-0.012,0.006,44.99,35.347906,-117.8094343,625.198,3,,
1228.241,-1.7322135999997954,-9.858,0.392,0.297,0.009,-0.012,0.006,45.1,35.3479059,-117.8094346,625.238,3,,
1229.231,-1.7322135999997954,-9.854,0.435,0.316,0.009,-0.013,0.007,45.17,35.3479059,-117.8094347,625.265,3,,
1230.227,-3.2085916000000907,-9.844,0.364,0.187,-0.001,-0.012,0.005,45.14,35.3479058,-117.8094351,625.198,3,,
1231.212,-3.4710588000002645,-9.849,0.426,0.115,0.002,-0.011,0.005,45.01,35.3479058,-117.8094353,625.312,3,,
1232.197,-2.9133160000001226,-9.854,0.383,0.287,0.006,-0.013,0.006,45.04,35.3479058,-117.8094356,625.281,3,,
1233.288,-1.4697464000000764,-9.839,0.378,0.316,0.009,-0.013,0.006,45.07,35.3479057,-117.809436,625.194,3,,
1234.173,-1.7322135999997954,-9.849,0.445,0.311,0.011,-0.013,0.006,45.14,35.3479057,-117.8094363,625.18,3,,
1235.26,-2.9133160000001226,-9.849,0.364,0.426,0.009,-0.013,0.007,45.18,35.3479057,-117.8094366,625.154,3,,
1236.246,-2.0274892000002183,-9.854,0.397,0.335,0.001,-0.011,0.007,45.2,35.3479057,-117.8094369,625.126,3,,
1237.235,-1.7322135999997954,-9.854,0.412,0.368,0.011,-0.012,0.005,45.21,35.3479047,-117.809439,625.223,3,,
1238.222,-2.6180403999996997,-9.849,0.464,0.354,0.007,-0.012,0.006,45.21,35.3479051,-117.8094391,625.198,3,,
1239.207,-1.1744708000001083,-9.858,0.397,0.311,0.004,-0.011,0.006,45.18,35.3479048,-117.8094402,625.188,3,,
1240.199,-1.7322135999997954,-9.858,0.416,0.325,0.007,-0.013,0.006,45.23,35.3479049,-117.8094407,625.249,3,,
1241.289,-3.2085916000000907,-9.858,0.388,0.34,0.007,-0.015,0.005,45.25,35.3479052,-117.8094404,625.386,3,,
1242.277,-2.6180403999996997,-9.858,0.426,0.354,0.005,-0.013,0.006,45.26,35.3479051,-117.8094406,625.587,3,,
1243.264,-2.6180403999996997,-9.863,0.421,0.34,0.006,-0.012,0.006,45.25,35.3479049,-117.8094413,625.761,3,,
1244.252,-2.3227648000001864,-9.849,0.412,0.321,0.005,-0.013,0.005,45.26,35.3479045,-117.8094415,625.833,3,,
1245.239,-2.9133160000001226,-9.858,0.44,0.345,0.004,-0.012,0.006,45.29,35.3479035,-117.809442,626.036,3,,
1246.229,-3.2085916000000907,-9.839,0.45,0.321,0.002,-0.012,0.006,45.31,35.347903,-117.8094422,626.065,3,,
1247.223,-3.4710588000002645,-9.858,0.349,0.321,0.007,-0.013,0.005,45.32,35.3479026,-117.8094421,626.053,3,,
1248.211,-4.356885600000169,-9.849,0.383,0.378,0.015,-0.013,0.006,45.32,35.3479024,-117.8094423,626.166,3,,
1249.302,-2.9133160000001226,-9.858,0.421,0.282,0.01,-0.013,0.006,45.29,35.3479023,-117.809442,626.189,3,,
1250.288,-3.4710588000002645,-9.854,0.45,0.321,0.011,-0.013,0.006,45.28,35.3479022,-117.8094417,626.261,3,,
1251.275,-2.0274892000002183,-9.849,0.426,0.321,0.004,-0.013,0.006,45.31,35.347902,-117.8094412,626.292,3,,
1252.26,-3.4710588000002645,-9.863,0.412,0.359,0.0,-0.013,0.006,45.3,35.347902,-117.8094405,626.322,3,,
1253.253,-2.6180403999996997,-9.849,0.416,0.364,0.007,-0.013,0.006,45.3,35.3479018,-117.8094402,626.379,3,,
1254.242,-3.2085916000000907,-9.868,0.392,0.301,0.007,-0.013,0.005,45.3,35.3479016,-117.8094401,626.432,3,,
1255.229,-3.2085916000000907,-9.863,0.421,0.316,0.005,-0.013,0.005,45.3,35.3479015,-117.8094399,626.5,3,,
1256.214,-1.4697464000000764,-9.854,0.426,0.33,0.011,-0.013,0.006,45.32,35.3479014,-117.8094395,626.511,3,,
1257.202,-1.4697464000000764,-9.854,0.435,0.349,0.004,-0.013,0.006,45.35,35.3479014,-117.809439,626.582,3,,
