pt0,pt1,pt2,pt3,pt4,pt5,pt6,pt7,lc0,lc1,uptime,timestamp
111.26,-2.64,104209.62,-4.42,,-3.22,-8.10,864.31,-0.6397304535,-0.3568725586,1359020,1775935343.7434182
110.78,-2.41,104443.34,-4.23,,-3.19,-7.87,864.01,-0.7429943085,-0.2676315308,1359030,1775935343.745332
110.78,-2.41,104443.34,-4.23,,-3.19,-7.87,864.01,-0.7429943085,-0.2676315308,1359030,1775935343.7470348
111.26,-2.18,104348.12,-4.34,,-3.49,-8.18,863.95,-0.6370296478,-0.2069511414,1359040,1775935343.7487879
111.26,-2.18,104348.12,-4.34,,-3.49,-8.18,863.95,-0.6370296478,-0.2069511414,1359040,1775935343.754681
106.80,-2.45,104348.12,-4.30,,-3.15,-8.22,864.56,-0.7359657288,-0.2426490784,1359050,1775935343.78455
106.80,-2.45,104348.12,-4.30,,-3.15,-8.22,864.56,-0.7359657288,-0.2426490784,1359050,1775935343.7891169
97.53,-2.11,104348.12,-4.27,,-3.22,-7.52,864.37,-0.6429767609,-0.8601799011,1359060,1775935343.79147
106.44,-2.45,104348.12,-4.34,,-3.49,-8.22,863.77,-0.7392082214,-1.2314147949,1359070,1775935343.793369
106.44,-2.45,104348.12,-4.34,,-3.49,-8.22,863.77,-0.7392082214,-1.2314147949,1359070,1775935343.795226
103.43,-2.07,104209.62,-4.30,,-3.15,-8.14,863.89,-0.7673225403,-0.1534042358,1359080,1775935343.797073
103.43,-2.07,104209.62,-4.30,,-3.15,-8.14,863.89,-0.7673225403,-0.1534042358,1359080,1775935343.7990139
98.49,-2.41,104313.51,-4.27,,-3.22,-8.18,863.77,-0.5862083435,-0.4710998535,1359090,1775935343.800689
98.49,-2.41,104313.51,-4.27,,-3.22,-8.18,863.77,-0.5862083435,-0.4710998535,1359090,1775935343.802568
99.46,-2.45,104434.68,-4.34,,-3.15,-8.37,863.77,-0.6883907318,-0.3390197754,1359100,1775935343.8051379
99.46,-2.45,104434.68,-4.34,,-3.15,-8.37,863.77,-0.6883907318,-0.3390197754,1359100,1775935343.874442
90.06,-2.41,104278.88,-4.38,,-3.22,-7.87,863.95,-0.7073116302,-0.7388153076,1359110,1775935343.882572
90.06,-2.41,104278.88,-4.38,,-3.22,-7.87,863.95,-0.7073116302,-0.7388153076,1359110,1775935343.884947
99.46,-2.18,104209.62,-4.27,,-3.49,-7.87,864.56,-0.5624217987,-0.5424880981,1359120,1775935343.887656
99.46,-2.18,104209.62,-4.27,,-3.49,-7.87,864.56,-0.5624217987,-0.5424880981,1359120,1775935343.889497
96.81,-2.49,104313.51,-4.34,,-3.57,-7.83,863.95,-0.7857017517,-0.4603881836,1359130,1775935343.890713
96.81,-2.49,104313.51,-4.34,,-3.57,-7.83,863.95,-0.7857017517,-0.4603881836,1359130,1775935343.891906
97.65,-2.53,104313.51,-4.30,,-3.19,-8.37,864.44,-0.5316047668,-0.7923583984,1359140,1775935343.892878
97.65,-2.53,104313.51,-4.30,,-3.19,-8.37,864.44,-0.5316047668,-0.7923583984,1359140,1775935343.8938298
96.81,-2.41,104313.51,-4.38,,-3.95,-7.52,863.83,-0.7170410156,-0.1319885254,1359150,1775935343.89488
96.81,-2.41,104313.51,-4.38,,-3.95,-7.52,863.83,-0.7170410156,-0.1319885254,1359150,1775935343.896035
88.26,-2.22,104452.00,-4.15,,-3.49,-7.91,864.01,-0.6154041290,-0.1962394714,1359160,1775935343.8969421
88.26,-2.22,104452.00,-4.15,,-3.49,-7.91,864.01,-0.6154041290,-0.1962394714,1359160,1775935343.897894
92.35,-2.34,104313.51,-4.61,,-3.15,-7.87,863.95,-0.5591793060,-0.5639076233,1359170,1775935343.898664
92.35,-2.34,104313.51,-4.61,,-3.15,-7.87,863.95,-0.5591793060,-0.5639076233,1359170,1775935343.899487
91.63,-2.30,104348.12,-4.04,,-3.15,-8.29,864.25,-0.6024303436,-0.7102584839,1359180,1775935343.900301
91.63,-2.30,104348.12,-4.04,,-3.15,-8.29,864.25,-0.6024303436,-0.7102584839,1359180,1775935343.901153
94.04,-2.45,104434.68,-4.65,,-3.07,-7.91,864.56,-0.5094375610,-0.3925666809,1359190,1775935344.031043
92.47,-2.11,104313.51,-4.50,,-3.19,-7.87,863.09,-0.7181262970,-0.3425941467,1359210,1775935344.032408
92.47,-2.11,104313.51,-4.50,,-3.19,-7.87,863.09,-0.7181262970,-0.3425941467,1359210,1775935344.0336561
96.81,-2.41,104313.51,-4.04,,-3.11,-7.87,864.01,-0.6975803375,-0.6888427734,1359220,1775935344.035198
96.81,-2.41,104313.51,-4.04,,-3.11,-7.87,864.01,-0.6975803375,-0.6888427734,1359220,1775935344.041079
96.57,-2.11,104348.12,-4.30,,-3.49,-7.56,863.77,-0.7662410736,-0.3283119202,1359230,1775935344.043356
96.57,-2.11,104348.12,-4.30,,-3.49,-7.56,863.77,-0.7662410736,-0.3283119202,1359230,1775935344.045106
97.65,-2.18,104348.12,-4.23,,-3.15,-7.87,864.56,-0.6256790161,-0.2105178833,1359240,1775935344.046816
97.65,-2.18,104348.12,-4.23,,-3.15,-7.87,864.56,-0.6256790161,-0.2105178833,1359240,1775935344.048744
97.17,-2.45,104313.51,-4.30,,-3.15,-7.91,864.01,-0.6618976593,-0.6281585693,1359250,1775935344.050485
97.17,-2.45,104313.51,-4.30,,-3.15,-7.91,864.01,-0.6618976593,-0.6281585693,1359250,1775935344.0523689
95.72,-2.07,104348.12,-4.34,,-3.19,-7.56,864.07,-0.7024478912,-0.4818077087,1359260,1775935344.0542521
95.72,-2.07,104348.12,-4.34,,-3.19,-7.56,864.07,-0.7024478912,-0.4818077087,1359260,1775935344.055747
91.03,-2.49,104443.34,-4.19,,-3.15,-7.99,864.44,-0.4391574860,-0.6888427734,1359270,1775935344.0579891
93.80,-2.22,104313.51,-4.23,,-3.34,-7.56,864.56,-0.7110977173,-0.2105178833,1359280,1775935344.059969
93.80,-2.22,104313.51,-4.23,,-3.34,-7.56,864.56,-0.7110977173,-0.2105178833,1359280,1775935344.06188
92.83,-2.03,104313.51,-4.23,,-3.19,-7.91,863.77,-0.6986618042,-0.3640098572,1359290,1775935344.063313
92.83,-2.03,104313.51,-4.23,,-3.19,-7.91,863.77,-0.6986618042,-0.3640098572,1359290,1775935344.06471
97.65,-2.49,104313.51,-4.23,,-3.49,-7.91,863.03,-0.8203048706,-0.8209152222,1359310,1775935344.066033
97.65,-2.49,104313.51,-4.23,,-3.49,-7.91,863.03,-0.8203048706,-0.8209152222,1359310,1775935344.067298
97.41,-2.37,104313.51,-4.65,,-3.15,-8.18,864.50,-0.6635189056,-0.3818588257,1359320,1775935344.068219
97.41,-2.37,104313.51,-4.65,,-3.15,-8.18,864.50,-0.6635189056,-0.3818588257,1359320,1775935344.0691898
96.81,-2.45,104426.03,-4.65,,-3.07,-7.75,864.44,-0.6105403900,-0.7495231628,1359330,1775935344.070051
96.81,-2.45,104426.03,-4.65,,-3.07,-7.75,864.44,-0.6105403900,-0.7495231628,1359330,1775935344.070784
96.81,-2.49,104313.51,-4.23,,-3.41,-7.87,864.44,-0.7662410736,-0.3532981873,1359340,1775935344.071834
96.81,-2.49,104313.51,-4.23,,-3.41,-7.87,864.44,-0.7662410736,-0.3532981873,1359340,1775935344.073122
95.84,-2.49,104339.46,-4.04,,-3.49,-7.87,863.77,-0.6024303436,-0.0463180542,1359350,1775935344.073985
95.84,-2.49,104339.46,-4.04,,-3.49,-7.87,863.77,-0.6024303436,-0.0463180542,1359350,1775935344.100554
97.05,-2.41,104434.68,-4.27,,-3.45,-8.22,863.95,-0.7224483490,-0.7031211853,1359360,1775935344.103911
94.16,-2.03,104313.51,-4.57,,-3.83,-8.22,863.95,-0.6375694275,-0.5853271484,1359370,1775935344.105696
94.16,-2.03,104313.51,-4.57,,-3.83,-8.22,863.95,-0.6375694275,-0.5853271484,1359370,1775935344.108122
96.09,-2.45,104313.51,-4.30,,-3.45,-7.87,864.31,-0.6521682739,-0.8923072815,1359380,1775935344.1098921
96.09,-2.45,104313.51,-4.30,,-3.45,-7.87,864.31,-0.6521682739,-0.8923072815,1359380,1775935344.11166
96.93,-2.07,104313.51,-4.61,,-3.26,-7.87,864.01,-0.6889324188,-0.2319374084,1359390,1775935344.11284
96.93,-2.07,104313.51,-4.61,,-3.26,-7.87,864.01,-0.6889324188,-0.2319374084,1359390,1775935344.114017
96.93,-2.45,104417.38,-4.69,,-3.11,-7.91,864.01,-0.4818687439,-0.5496292114,1359400,1775935344.1261702
96.93,-2.45,104417.38,-4.69,,-3.11,-7.91,864.01,-0.4818687439,-0.5496292114,1359400,1775935344.129277
96.93,-2.37,104304.84,-4.61,,-3.53,-7.95,863.77,-0.7283973694,-0.7173957825,1359410,1775935344.129969
96.93,-2.37,104304.84,-4.61,,-3.53,-7.95,863.77,-0.7283973694,-0.7173957825,1359410,1775935344.130534
92.71,-2.18,104400.06,-4.73,,-3.57,-7.75,865.04,-0.5024089813,-0.7923583984,1359420,1775935344.1312609
92.71,-2.18,104400.06,-4.73,,-3.57,-7.75,865.04,-0.5024089813,-0.7923583984,1359420,1775935344.131814
98.49,-2.45,104313.51,-4.65,,-3.87,-7.91,863.89,-0.6186504364,-0.2890472412,1359430,1775935344.1322722
98.49,-2.45,104313.51,-4.65,,-3.87,-7.91,863.89,-0.6186504364,-0.2890472412,1359430,1775935344.1327412
96.21,-2.41,104434.68,-4.57,,-3.45,-7.91,863.77,-0.8040866852,-0.1676864624,1359440,1775935344.137135
96.21,-2.41,104434.68,-4.57,,-3.45,-7.91,863.77,-0.8040866852,-0.1676864624,1359440,1775935344.176251
96.21,-2.45,104304.84,-4.76,,-3.83,-7.91,863.77,-0.4770011902,-0.6995506287,1359450,1775935344.179759
97.05,-2.49,104434.68,-4.61,,-3.41,-7.83,863.83,-0.6332473755,-0.8887367249,1359460,1775935344.180903
97.05,-2.49,104434.68,-4.61,,-3.41,-7.83,863.83,-0.6332473755,-0.8887367249,1359460,1775935344.181864
96.81,-2.49,104313.51,-4.65,,-3.87,-7.87,864.50,-0.6737937927,-0.7459526062,1359470,1775935344.1830049
96.81,-2.49,104313.51,-4.65,,-3.87,-7.87,864.50,-0.6737937927,-0.7459526062,1359470,1775935344.184059
97.05,-2.15,104313.51,-4.53,,-3.19,-7.95,863.77,-0.6943340302,-0.5746154785,1359480,1775935344.185193
97.05,-2.15,104313.51,-4.53,,-3.19,-7.95,863.77,-0.6943340302,-0.5746154785,1359480,1775935344.186752
96.09,-2.49,104313.51,-4.53,,-3.49,-7.91,863.77,-0.6359481812,-0.2961883545,1359490,1775935344.1899872
96.09,-2.49,104313.51,-4.53,,-3.49,-7.91,863.77,-0.6359481812,-0.2961883545,1359490,1775935344.226167
95.24,-2.15,104426.03,-4.50,,-3.45,-8.22,864.56,-0.5580978394,-0.4175529480,1359500,1775935344.228928
95.96,-2.11,104348.12,-4.23,,-3.11,-7.83,863.95,-0.7110977173,-0.4318313599,1359510,1775935344.230422
95.96,-2.11,104348.12,-4.23,,-3.11,-7.83,863.95,-0.7110977173,-0.4318313599,1359510,1775935344.232039
96.21,-2.34,104313.51,-4.65,,-3.45,-7.45,863.77,-0.5597190857,-0.4246940613,1359520,1775935344.233537
96.21,-2.34,104313.51,-4.65,,-3.45,-7.45,863.77,-0.5597190857,-0.4246940613,1359520,1775935344.23498
96.09,-2.15,104313.51,-4.53,,-3.19,-7.91,863.95,-0.5943183899,-0.7709388733,1359530,1775935344.237073
96.09,-2.15,104313.51,-4.53,,-3.19,-7.91,863.95,-0.5943183899,-0.7709388733,1359530,1775935344.2390568
96.69,-2.41,104313.51,-4.69,,-3.22,-7.87,864.01,-0.7905693054,0.1285934448,1359540,1775935344.240874
96.69,-2.41,104313.51,-4.69,,-3.22,-7.87,864.01,-0.7905693054,0.1285934448,1359540,1775935344.298381
96.93,-2.76,104348.12,-4.69,,-3.19,-7.45,863.77,-0.6937942505,-0.4461135864,1359550,1775935344.3020182
92.35,-2.49,104313.51,-4.57,,-3.15,-7.49,864.50,-0.7802982330,-0.8209152222,1359560,1775935344.304924
92.35,-2.49,104313.51,-4.57,,-3.15,-7.49,864.50,-0.7802982330,-0.8209152222,1359560,1775935344.307585
96.81,-2.53,104348.12,-4.73,,-3.19,-7.95,864.01,-0.7067718506,-0.0427513123,1359570,1775935344.309773
96.81,-2.53,104348.12,-4.73,,-3.19,-7.95,864.01,-0.7067718506,-0.0427513123,1359570,1775935344.3123431
96.81,-2.45,104434.68,-4.65,,-3.53,-7.87,864.56,-0.5564765930,-0.5317802429,1359580,1775935344.314549
96.81,-2.45,104434.68,-4.65,,-3.53,-7.87,864.56,-0.5564765930,-0.5317802429,1359580,1775935344.316767
97.17,-2.49,104434.68,-4.30,,-3.26,-7.83,863.89,-0.7219085693,-0.2961883545,1359590,1775935344.323067
97.17,-2.49,104434.68,-4.30,,-3.26,-7.83,863.89,-0.7219085693,-0.2961883545,1359590,1775935344.3254771
97.29,-2.49,104313.51,-4.38,,-3.30,-7.95,864.56,-0.5791797638,-0.2033805847,1359600,1775935344.327499
97.29,-2.49,104313.51,-4.38,,-3.30,-7.95,864.56,-0.5791797638,-0.2033805847,1359600,1775935344.329796
92.47,-2.03,104348.12,-4.57,,-3.19,-7.99,864.56,-0.6570339203,-0.3069000244,1359610,1775935344.331629
92.47,-2.03,104348.12,-4.57,,-3.19,-7.99,864.56,-0.6570339203,-0.3069000244,1359610,1775935344.333447
98.86,-2.03,104313.51,-4.04,,-3.45,-7.87,864.01,-0.6948795319,-0.2854804993,1359620,1775935344.335464
98.86,-2.03,104313.51,-4.04,,-3.45,-7.87,864.01,-0.6948795319,-0.2854804993,1359620,1775935344.338422
101.75,-2.15,104313.51,-4.69,,-3.45,-8.14,863.95,-0.5451221466,-0.7352447510,1359630,1775935344.3425379
101.75,-2.15,104313.51,-4.69,,-3.45,-8.14,863.95,-0.5451221466,-0.7352447510,1359630,1775935344.368188
99.10,-2.11,104348.12,-4.53,,-3.49,-7.87,864.56,-0.6321620941,-0.1498336792,1359640,1775935344.373433
95.48,-2.53,104348.12,-4.38,,-3.60,-7.95,863.83,-0.5056552887,-0.6174468994,1359650,1775935344.376416
95.48,-2.53,104348.12,-4.38,,-3.60,-7.95,863.83,-0.5056552887,-0.6174468994,1359650,1775935344.379173
98.37,-2.18,104348.12,-4.69,,-3.57,-8.18,863.83,-0.6532478333,-0.4675254822,1359660,1775935344.381165
98.37,-2.18,104348.12,-4.69,,-3.57,-8.18,863.83,-0.6532478333,-0.4675254822,1359660,1775935344.383277
96.33,-2.57,104209.62,-4.61,,-3.57,-8.22,864.25,-0.7846221924,-0.7388153076,1359670,1775935344.385559
96.33,-2.57,104209.62,-4.61,,-3.57,-8.22,864.25,-0.7846221924,-0.7388153076,1359670,1775935344.3886662
96.21,-2.45,104209.62,-4.53,,-3.49,-8.22,864.44,-0.5899944305,-0.6852722168,1359680,1775935344.3947861
96.21,-2.45,104209.62,-4.53,,-3.49,-8.22,864.44,-0.5899944305,-0.6852722168,1359680,1775935344.397032
96.21,-2.49,104209.62,-4.53,,-3.15,-7.91,863.77,-0.6764945984,-0.6210212708,1359690,1775935344.418099
96.21,-2.49,104209.62,-4.53,,-3.15,-7.91,863.77,-0.6764945984,-0.6210212708,1359690,1775935344.421819
95.96,-2.45,104313.51,-4.04,,-3.22,-8.22,864.50,-0.6662254333,-0.9458503723,1359700,1775935344.4242072
95.96,-2.45,104313.51,-4.04,,-3.22,-8.22,864.50,-0.6662254333,-0.9458503723,1359700,1775935344.426709
97.05,-2.49,104348.12,-4.57,,-3.22,-7.87,863.89,-0.6651439667,-0.4461135864,1359710,1775935344.428976
97.05,-2.49,104348.12,-4.57,,-3.22,-7.87,863.89,-0.6651439667,-0.4461135864,1359710,1775935344.431085
96.21,-2.49,104313.51,-4.61,,-3.41,-7.45,864.44,-0.7802982330,-0.2747688293,1359720,1775935344.4332259
96.21,-2.49,104313.51,-4.61,,-3.41,-7.45,864.44,-0.7802982330,-0.2747688293,1359720,1775935344.43574
96.57,-2.79,104278.88,-4.57,,-3.19,-7.91,864.56,-0.7408332825,-0.6103096008,1359730,1775935344.439661
96.57,-2.79,104278.88,-4.57,,-3.19,-7.91,864.56,-0.7408332825,-0.6103096008,1359730,1775935344.471751
97.29,-2.45,104348.12,-4.57,,-3.15,-7.83,864.44,-0.6099948883,-0.3425941467,1359740,1775935344.4758232
96.33,-2.64,104313.51,-4.65,,-3.64,-7.91,864.62,-0.6186504364,-0.3747177124,1359750,1775935344.479137
96.33,-2.64,104313.51,-4.65,,-3.64,-7.91,864.62,-0.6186504364,-0.3747177124,1359750,1775935344.481556
99.10,-2.83,104348.12,-4.53,,-3.19,-7.91,863.89,-0.7192077637,-0.2854804993,1359760,1775935344.4845812
99.10,-2.83,104348.12,-4.53,,-3.19,-7.91,863.89,-0.7192077637,-0.2854804993,1359760,1775935344.497477
98.49,-2.49,104313.51,-4.46,,-4.40,-8.25,863.77,-0.7343444824,-0.4710998535,1359770,1775935344.499404
98.49,-2.49,104313.51,-4.46,,-4.40,-8.25,863.77,-0.7343444824,-0.4710998535,1359770,1775935344.500772
97.65,-2.57,104313.51,-4.53,,-3.49,-8.37,864.44,-0.5462017059,-0.3889961243,1359780,1775935344.5099149
97.65,-2.57,104313.51,-4.53,,-3.49,-8.37,864.44,-0.5462017059,-0.3889961243,1359780,1775935344.5119731
97.89,-2.57,104313.51,-4.73,,-3.11,-7.99,864.50,-0.6483802795,-0.6674232483,1359790,1775935344.5161018
97.89,-2.57,104313.51,-4.73,,-3.11,-7.99,864.50,-0.6483802795,-0.6674232483,1359790,1775935344.52068
94.16,-2.45,104313.51,-4.04,,-3.53,-7.91,864.25,-0.7024478912,-0.4639587402,1359800,1775935344.522274
94.16,-2.45,104313.51,-4.04,,-3.53,-7.91,864.25,-0.7024478912,-0.4639587402,1359800,1775935344.523508
99.10,-2.49,104313.51,-4.61,,-3.15,-8.45,863.89,-0.6954193115,-0.3675804138,1359810,1775935344.524658
99.10,-2.49,104313.51,-4.61,,-3.15,-8.45,863.89,-0.6954193115,-0.3675804138,1359810,1775935344.525803
96.93,-2.53,104313.51,-4.57,,-3.11,-7.91,864.56,-0.7321796417,-0.2355041504,1359820,1775935344.527049
96.93,-2.53,104313.51,-4.57,,-3.11,-7.91,864.56,-0.7321796417,-0.2355041504,1359820,1775935344.528434
96.57,-2.49,104313.51,-4.61,,-3.53,-8.22,864.80,-0.6116218567,-1.0279502869,1359830,1775935344.532168
96.57,-2.49,104313.51,-4.61,,-3.53,-8.22,864.80,-0.6116218567,-1.0279502869,1359830,1775935344.5334241
99.58,-2.15,104443.34,-4.61,,-3.45,-7.83,865.04,-0.6029720306,-0.7423858643,1359840,1775935344.5712068
99.58,-2.15,104443.34,-4.61,,-3.45,-7.83,865.04,-0.6029720306,-0.7423858643,1359840,1775935344.573448
98.61,-2.11,104313.51,-4.30,,-3.22,-7.87,864.31,-0.6062126160,-0.3318862915,1359850,1775935344.5756009
98.61,-2.11,104313.51,-4.30,,-3.22,-7.87,864.31,-0.6062126160,-0.3318862915,1359850,1775935344.577835
98.61,-2.68,104348.12,-4.53,,-3.15,-7.99,863.83,-0.6797409058,-0.5639076233,1359860,1775935344.580089
98.61,-2.68,104348.12,-4.53,,-3.15,-7.99,863.83,-0.6797409058,-0.5639076233,1359860,1775935344.581414
97.53,-2.79,104417.38,-4.61,,-2.27,-7.87,863.89,-0.8246269226,-0.5603370667,1359870,1775935344.582551
97.53,-2.79,104417.38,-4.61,,-2.27,-7.87,863.89,-0.8246269226,-0.5603370667,1359870,1775935344.583832
99.70,-2.49,104426.03,-4.61,,-2.27,-8.22,864.44,-0.6689262390,-0.7066879272,1359880,1775935344.592787
99.70,-2.49,104426.03,-4.61,,-2.27,-8.22,864.44,-0.6689262390,-0.7066879272,1359880,1775935344.594948
97.41,-2.57,104434.68,-4.69,,-3.22,-8.68,864.44,-0.6256790161,-0.6138801575,1359890,1775935344.6212611
97.41,-2.57,104434.68,-4.69,,-3.22,-8.68,864.44,-0.6256790161,-0.6138801575,1359890,1775935344.624083
96.81,-2.37,104443.34,-4.69,,-3.15,-8.29,864.01,-0.7143402100,-0.6138801575,1359900,1775935344.625816
101.14,-2.76,104417.38,-4.50,,-3.19,-8.25,864.01,-0.6608161926,-0.6959762573,1359910,1775935344.6274738
101.14,-2.76,104417.38,-4.50,,-3.19,-8.25,864.01,-0.6608161926,-0.6959762573,1359910,1775935344.628958
98.49,-2.53,104313.51,-4.69,,-3.11,-8.25,864.01,-0.8040866852,-0.4889450073,1359920,1775935344.630184
98.49,-2.53,104313.51,-4.69,,-3.11,-8.25,864.01,-0.8040866852,-0.4889450073,1359920,1775935344.631541
97.77,-2.49,104313.51,-4.27,,-3.22,-8.14,864.80,-0.6937942505,-1.1386070251,1359930,1775935344.6329842
97.77,-2.49,104313.51,-4.27,,-3.22,-8.14,864.80,-0.6937942505,-1.1386070251,1359930,1775935344.6897962
96.81,-2.49,104313.51,-4.27,,-2.88,-8.25,863.03,-0.6856842041,-0.6817016602,1359940,1775935344.692236
96.81,-2.49,104313.51,-4.27,,-2.88,-8.25,863.03,-0.6856842041,-0.6817016602,1359940,1775935344.693991
98.49,-2.76,104408.71,-4.57,,-3.15,-8.14,864.50,-0.7175827026,-0.2426490784,1359950,1775935344.695395
98.49,-2.76,104408.71,-4.57,,-3.15,-8.14,864.50,-0.7175827026,-0.2426490784,1359950,1775935344.696786
98.01,-2.49,104348.12,-4.34,,-3.26,-8.14,863.03,-0.5932369232,-0.6031723022,1359960,1775935344.698102
98.01,-2.49,104348.12,-4.34,,-3.26,-8.14,863.03,-0.5932369232,-0.6031723022,1359960,1775935344.699382
98.61,-2.26,104313.51,-4.65,,-3.15,-8.29,864.37,-0.7402877808,-0.4996528625,1359970,1775935344.700626
98.61,-2.26,104313.51,-4.65,,-3.15,-8.29,864.37,-0.7402877808,-0.4996528625,1359970,1775935344.727904
98.61,-2.49,104313.51,-4.69,,-3.19,-8.22,864.56,-0.6451396942,-0.1462669373,1359980,1775935344.731015
94.28,-2.53,104434.68,-4.53,,-3.19,-8.25,864.44,-0.5586395264,-0.1926727295,1359990,1775935344.733526
97.17,-2.07,104313.51,-4.53,,-3.22,-8.22,864.01,-0.6062126160,-0.5139312744,1360000,1775935344.736794
97.17,-2.07,104313.51,-4.53,,-3.22,-8.22,864.01,-0.6062126160,-0.5139312744,1360000,1775935344.73923
94.04,-2.64,104278.88,-4.30,,-3.15,-8.18,863.89,-0.6164836884,-0.7209663391,1360010,1775935344.7408352
94.04,-2.64,104278.88,-4.30,,-3.15,-8.18,863.89,-0.6164836884,-0.7209663391,1360010,1775935344.742465
102.23,-2.49,104426.03,-4.57,,-3.11,-7.91,864.31,-0.8489589691,-0.6567115784,1360020,1775935344.74416
102.23,-2.49,104426.03,-4.57,,-3.11,-7.91,864.31,-0.8489589691,-0.6567115784,1360020,1775935344.7458858
99.22,-2.68,104426.03,-4.27,,-2.84,-8.49,864.62,-0.6321620941,-0.3997039795,1360030,1775935344.777248
91.03,-2.07,104417.38,-4.69,,-3.15,-8.25,863.95,-0.6678447723,-0.7031211853,1360050,1775935344.781745
101.51,-2.41,104313.51,-4.50,,-3.22,-7.87,864.01,-0.6900119781,0.0643386841,1360060,1775935344.784418
101.51,-2.41,104313.51,-4.50,,-3.22,-7.87,864.01,-0.6900119781,0.0643386841,1360060,1775935344.78641
99.70,-2.41,104417.38,-4.27,,-3.19,-7.95,864.01,-0.8559837341,-0.4568176270,1360070,1775935344.788679
99.70,-2.41,104417.38,-4.27,,-3.19,-7.95,864.01,-0.8559837341,-0.4568176270,1360070,1775935344.790473
99.58,-2.53,104313.51,-4.50,,-3.22,-8.45,864.01,-0.6646041870,-0.2105178833,1360080,1775935344.792254
99.58,-2.53,104313.51,-4.50,,-3.22,-8.45,864.01,-0.6646041870,-0.2105178833,1360080,1775935344.793993
97.77,-2.49,104434.68,-4.57,,-3.15,-8.22,864.01,-0.6575756073,-0.3069000244,1360090,1775935344.804467
97.77,-2.49,104434.68,-4.57,,-3.15,-8.22,864.01,-0.6575756073,-0.3069000244,1360090,1775935344.829126
98.86,-2.49,104443.34,-4.30,,-3.15,-8.22,864.56,-0.7083911896,0.1107406616,1360100,1775935344.832777
97.65,-1.57,104443.34,-4.34,,-3.22,-8.14,864.50,-0.6727123260,-0.0855827332,1360110,1775935344.835673
97.65,-1.57,104443.34,-4.34,,-3.22,-8.14,864.50,-0.6727123260,-0.0855827332,1360110,1775935344.837883
96.21,-2.11,104313.51,-4.30,,-3.45,-7.95,863.77,-0.7273159027,-0.7638053894,1360120,1775935344.83995
96.21,-2.11,104313.51,-4.30,,-3.45,-7.95,863.77,-0.7273159027,-0.7638053894,1360120,1775935344.842092
96.93,-2.53,104209.62,-4.38,,-3.26,-7.87,864.44,-0.6483802795,-0.5174980164,1360130,1775935344.844285
96.93,-2.53,104209.62,-4.38,,-3.26,-7.87,864.44,-0.6483802795,-0.5174980164,1360130,1775935344.8463612
92.23,-2.15,104348.12,-4.04,,-3.53,-8.25,864.31,-0.6462192535,0.1428718567,1360140,1775935344.868073
92.23,-2.15,104348.12,-4.04,,-3.53,-8.25,864.31,-0.6462192535,0.1428718567,1360140,1775935344.871976
93.07,-2.41,104434.68,-4.30,,-2.77,-8.22,864.56,-1.1717185974,-0.6495780945,1360150,1775935344.87429
93.07,-2.41,104434.68,-4.30,,-2.77,-8.22,864.56,-1.1717185974,-0.6495780945,1360150,1775935344.8765051
89.82,-2.41,104434.68,-4.30,,-3.11,-8.56,864.37,-0.5791797638,-0.5067939758,1360160,1775935344.8784819
89.82,-2.41,104434.68,-4.30,,-3.11,-8.56,864.37,-0.5791797638,-0.5067939758,1360160,1775935344.880499
90.18,-2.22,104313.51,-4.27,,-3.49,-8.22,864.01,-4.3122558594,-0.6067390442,1360170,1775935344.882566
90.18,-2.22,104313.51,-4.27,,-3.49,-8.22,864.01,-4.3122558594,-0.6067390442,1360170,1775935344.8844779
87.89,-2.18,104452.00,-4.57,,-3.53,-8.14,864.31,-0.7802982330,-0.8494720459,1360180,1775935344.887993
87.89,-2.18,104452.00,-4.57,,-3.53,-8.14,864.31,-0.7802982330,-0.8494720459,1360180,1775935344.9169888
87.89,-2.18,104348.12,-4.57,,-3.45,-8.14,864.56,0.0690383911,-0.1569747925,1360190,1775935344.92116
85.49,-2.53,104313.51,-4.65,,-3.15,-8.25,864.01,9.5987815857,-0.3782844543,1360200,1775935344.923991
85.49,-2.53,104313.51,-4.65,,-3.15,-8.25,864.01,9.5987815857,-0.3782844543,1360200,1775935344.9261749
86.21,-2.18,104278.88,-4.61,,-3.19,-8.25,864.31,-1.3825626373,-0.3925666809,1360210,1775935344.928362
86.21,-2.18,104278.88,-4.61,,-3.19,-8.25,864.31,-1.3825626373,-0.3925666809,1360210,1775935344.9308228
86.33,-2.18,104348.12,-4.30,,-3.22,-7.45,864.01,-0.6370296478,-0.4782333374,1360220,1775935344.932938
86.33,-2.18,104348.12,-4.30,,-3.22,-7.45,864.01,-0.6370296478,-0.4782333374,1360220,1775935344.934936
83.80,-2.11,104313.51,-4.53,,-3.22,-8.25,863.77,-1.3144435883,-0.7852172852,1360230,1775935344.938816
83.80,-2.11,104313.51,-4.53,,-3.22,-8.25,863.77,-1.3144435883,-0.7852172852,1360230,1775935344.9690108
85.25,-2.41,104313.51,-4.53,,-3.19,-8.22,863.95,-2.1437740326,-0.5139312744,1360240,1775935344.976676
84.16,-2.15,104417.38,-4.23,,-3.19,-8.25,864.44,1.0897560120,-0.0570259094,1360250,1775935344.979569
84.16,-2.15,104417.38,-4.23,,-3.19,-8.25,864.44,1.0897560120,-0.0570259094,1360250,1775935344.982005
