pt0,pt1,pt2,pt3,pt4,pt5,pt6,pt7,lc0,lc1,uptime,timestamp
109.70,701.75,104209.62,705.53,,-2.84,-8.18,689.41,-19.7148971558,-0.4425392151,1526310,1775935511.039407
109.45,702.28,104278.88,705.06,,-3.19,-8.14,690.38,-19.8262710571,-0.4354019165,1526320,1775935511.040791
109.45,702.28,104278.88,705.06,,-3.19,-8.14,690.38,-19.8262710571,-0.4354019165,1526320,1775935511.042044
109.21,702.44,104348.12,705.45,,-3.11,-7.95,689.65,-19.7197647095,-0.5067939758,1526330,1775935511.043263
109.21,702.44,104348.12,705.45,,-3.11,-7.95,689.65,-19.7197647095,-0.5067939758,1526330,1775935511.044544
109.57,702.36,104313.51,705.03,,-3.19,-8.10,689.41,-19.7592315674,-0.2319374084,1526340,1775935511.0459788
109.57,702.36,104313.51,705.03,,-3.19,-8.10,689.41,-19.7592315674,-0.2319374084,1526340,1775935511.05053
110.78,702.06,104408.71,705.18,,-2.84,-7.91,689.41,-19.7667999268,-0.4282608032,1526350,1775935511.052074
110.78,702.06,104408.71,705.18,,-2.84,-7.91,689.41,-19.7667999268,-0.4282608032,1526350,1775935511.079253
106.44,702.32,104434.68,705.06,,-2.69,-7.99,689.53,-19.7305755615,-0.0070533752,1526360,1775935511.0849159
106.44,702.32,104434.68,705.06,,-2.69,-7.99,689.53,-19.7305755615,-0.0070533752,1526360,1775935511.087616
110.42,702.13,104426.03,705.18,,-3.45,-8.22,689.41,-19.8441085815,-0.4532470703,1526370,1775935511.0895832
110.42,702.13,104426.03,705.18,,-3.45,-8.22,689.41,-19.8441085815,-0.4532470703,1526370,1775935511.0914052
110.30,702.09,104426.03,705.60,,-3.19,-8.25,689.41,-19.7235527039,-0.5353507996,1526380,1775935511.093517
110.30,702.09,104426.03,705.60,,-3.19,-8.25,689.41,-19.7235527039,-0.5353507996,1526380,1775935511.095534
109.21,702.09,104408.71,705.37,,-3.19,-8.18,689.16,-19.6219100952,-0.5781822205,1526390,1775935511.097589
109.21,702.09,104408.71,705.37,,-3.19,-8.18,689.16,-19.6219100952,-0.5781822205,1526390,1775935511.1030478
111.50,701.75,104313.51,705.37,,-3.19,-8.22,690.20,-19.6278572083,-0.4175529480,1526400,1775935511.130103
111.50,701.75,104313.51,705.37,,-3.19,-8.22,690.20,-19.6278572083,-0.4175529480,1526400,1775935511.136134
111.50,702.48,104313.51,705.60,,-3.45,-8.22,689.65,-19.7684211731,-0.1998062134,1526410,1775935511.1388018
111.50,702.48,104313.51,705.60,,-3.45,-8.22,689.65,-19.7684211731,-0.1998062134,1526410,1775935511.141419
110.66,702.32,104434.68,705.06,,-3.22,-8.45,689.41,-19.8214035034,-0.0998573303,1526420,1775935511.143327
110.66,702.32,104434.68,705.06,,-3.22,-8.45,689.41,-19.8214035034,-0.0998573303,1526420,1775935511.145513
110.78,702.13,104313.51,705.30,,-3.49,-8.49,689.65,-19.7084159851,-0.4068450928,1526430,1775935511.147651
110.78,702.13,104313.51,705.30,,-3.49,-8.49,689.65,-19.7084159851,-0.4068450928,1526430,1775935511.152134
110.66,702.32,104313.51,705.49,,-3.19,-8.14,689.41,-19.7397689819,-0.3425941467,1526440,1775935511.154335
110.66,702.32,104313.51,705.49,,-3.19,-8.14,689.41,-19.7397689819,-0.3425941467,1526440,1775935511.156412
107.89,701.75,104434.68,705.26,,-3.15,-7.87,689.16,-19.7170639038,-0.0463180542,1526450,1775935511.173701
107.89,701.75,104434.68,705.26,,-3.15,-7.87,689.16,-19.7170639038,-0.0463180542,1526450,1775935511.1790268
109.70,701.60,104348.12,705.41,,-3.11,-7.45,689.41,-19.7916679382,0.0250740051,1526460,1775935511.181643
109.70,701.60,104348.12,705.41,,-3.11,-7.45,689.41,-19.7916679382,0.0250740051,1526460,1775935511.183699
111.26,701.75,104348.12,705.30,,-3.15,-8.25,689.59,-19.8695220947,-0.4389686584,1526470,1775935511.185605
111.26,701.75,104348.12,705.30,,-3.15,-8.25,689.59,-19.8695220947,-0.4389686584,1526470,1775935511.187694
110.66,702.09,104313.51,705.45,,-3.30,-7.87,689.41,-19.6986808777,-0.1284217834,1526480,1775935511.1897972
110.66,702.09,104313.51,705.45,,-3.30,-7.87,689.41,-19.6986808777,-0.1284217834,1526480,1775935511.191895
110.06,702.06,104313.51,705.45,,-3.57,-8.29,690.81,-19.7549095154,-0.8851661682,1526490,1775935511.220161
110.06,702.06,104313.51,705.45,,-3.57,-8.29,690.81,-19.7549095154,-0.8851661682,1526490,1775935511.223727
108.25,702.21,104313.51,705.14,,-3.41,-8.18,689.65,-19.6646232605,-0.6245918274,1526500,1775935511.226479
109.21,702.06,104348.12,705.53,,-3.41,-7.87,689.41,-19.7695045471,-0.1070022583,1526510,1775935511.2300842
109.21,702.06,104348.12,705.53,,-3.41,-7.87,689.41,-19.7695045471,-0.1070022583,1526510,1775935511.234719
109.94,702.32,104313.51,705.30,,-4.40,-8.22,689.65,-19.8338394165,-0.4639587402,1526520,1775935511.238633
109.94,702.32,104313.51,705.30,,-4.40,-8.22,689.65,-19.8338394165,-0.4639587402,1526520,1775935511.241567
109.33,701.90,104348.12,705.14,,-3.19,-8.02,689.65,-19.6943588257,-0.3425941467,1526530,1775935511.244538
109.33,701.90,104348.12,705.14,,-3.19,-8.02,689.65,-19.6943588257,-0.3425941467,1526530,1775935511.246956
108.73,702.28,104313.51,705.22,,-3.15,-8.37,689.41,-19.6586723328,0.0215034485,1526540,1775935511.2867572
108.73,702.28,104313.51,705.22,,-3.15,-8.37,689.41,-19.6586723328,0.0215034485,1526540,1775935511.2885818
111.02,702.36,104426.03,705.45,,-3.49,-8.25,689.65,-19.7435531616,-0.3818588257,1526550,1775935511.290236
111.02,702.36,104426.03,705.45,,-3.49,-8.25,689.65,-19.7435531616,-0.3818588257,1526550,1775935511.29164
109.70,702.67,104313.51,704.99,,-3.22,-8.18,689.41,-19.8187026978,-0.4425392151,1526560,1775935511.292861
109.70,702.67,104313.51,704.99,,-3.22,-8.18,689.41,-19.8187026978,-0.4425392151,1526560,1775935511.2941382
108.85,702.09,104313.51,705.41,,-3.49,-7.91,689.65,-19.8138351440,-0.7066879272,1526570,1775935511.2953331
108.85,702.09,104313.51,705.41,,-3.49,-7.91,689.65,-19.8138351440,-0.7066879272,1526570,1775935511.296472
110.06,701.75,104313.51,705.30,,-3.15,-8.18,689.41,-19.7084159851,-0.5317802429,1526580,1775935511.2975628
110.06,701.75,104313.51,705.30,,-3.15,-8.18,689.41,-19.7084159851,-0.5317802429,1526580,1775935511.3113668
103.91,702.59,104313.51,705.41,,-3.45,-7.87,689.41,-19.6921920776,-0.5389175415,1526590,1775935511.3156512
103.91,702.59,104313.51,705.41,,-3.45,-7.87,689.41,-19.6921920776,-0.5389175415,1526590,1775935511.3177652
110.90,702.21,104209.62,705.22,,-3.19,-8.25,689.41,-19.7943725586,-1.0386581421,1526600,1775935511.3195279
110.90,702.21,104209.62,705.22,,-3.19,-8.25,689.41,-19.7943725586,-1.0386581421,1526600,1775935511.3211799
109.21,702.40,104313.51,705.14,,-3.60,-8.29,689.41,-19.8457298279,-0.4461135864,1526610,1775935511.322638
109.21,702.40,104313.51,705.14,,-3.60,-8.29,689.41,-19.8457298279,-0.4461135864,1526610,1775935511.324769
108.25,702.32,104417.38,705.53,,-3.11,-8.22,690.20,-19.8008613586,-0.3889961243,1526620,1775935511.356234
108.25,702.32,104417.38,705.53,,-3.11,-8.22,690.20,-19.8008613586,-0.3889961243,1526620,1775935511.359904
110.78,702.32,104313.51,705.14,,-3.53,-8.18,689.41,-19.7203063965,-0.3640098572,1526630,1775935511.3613818
110.66,702.36,104348.12,705.30,,-3.26,-7.91,690.38,-19.6965179443,-0.1319885254,1526640,1775935511.363093
110.66,702.36,104348.12,705.30,,-3.26,-7.91,690.38,-19.6965179443,-0.1319885254,1526640,1775935511.364609
110.90,702.32,104313.51,705.18,,-3.49,-8.18,689.65,-19.8711433411,-0.7852172852,1526650,1775935511.3661451
110.90,702.32,104313.51,705.18,,-3.49,-8.18,689.65,-19.8711433411,-0.7852172852,1526650,1775935511.3679051
109.70,702.32,104348.12,705.45,,-3.45,-8.25,689.41,-19.8803329468,-0.6852722168,1526660,1775935511.369937
109.70,702.32,104348.12,705.45,,-3.45,-8.25,689.41,-19.8803329468,-0.6852722168,1526660,1775935511.3750741
110.90,702.32,104313.51,705.45,,-3.53,-8.22,689.65,-19.7727470398,-0.4925117493,1526670,1775935511.3967261
104.03,702.17,104443.34,705.56,,-3.45,-8.56,689.65,-19.7343635559,-0.8958740234,1526680,1775935511.424366
104.03,702.17,104443.34,705.56,,-3.45,-8.56,689.65,-19.7343635559,-0.8958740234,1526680,1775935511.4262872
110.18,702.32,104278.88,705.26,,-3.19,-8.52,689.16,-19.6970596313,-0.3104667664,1526690,1775935511.4276
110.18,702.32,104278.88,705.26,,-3.19,-8.52,689.16,-19.6970596313,-0.3104667664,1526690,1775935511.428854
107.77,702.32,104313.51,705.22,,-3.19,-8.68,689.41,-19.8176231384,-0.3925666809,1526700,1775935511.430072
107.77,702.32,104313.51,705.22,,-3.19,-8.68,689.41,-19.8176231384,-0.3925666809,1526700,1775935511.431582
108.73,702.09,104209.62,705.56,,-3.19,-8.60,689.65,-19.8343811035,-0.4710998535,1526710,1775935511.436067
108.73,702.09,104209.62,705.56,,-3.19,-8.60,689.65,-19.8343811035,-0.4710998535,1526710,1775935511.443032
108.13,702.09,104348.12,705.30,,-3.15,-8.18,689.65,-19.7884254456,-0.4425392151,1526720,1775935511.4483972
107.77,701.83,104313.51,705.49,,-3.53,-8.37,689.41,-19.7895088196,-0.8566093445,1526730,1775935511.449826
107.77,701.83,104313.51,705.49,,-3.53,-8.37,689.41,-19.7895088196,-0.8566093445,1526730,1775935511.451272
109.70,702.40,104426.03,705.49,,-3.57,-8.18,689.41,-19.7608528137,-0.4782333374,1526740,1775935511.452852
109.70,702.40,104426.03,705.49,,-3.57,-8.18,689.41,-19.7608528137,-0.4782333374,1526740,1775935511.454655
108.85,702.06,104348.12,705.49,,-3.19,-8.22,690.38,-19.7451744080,-0.2890472412,1526750,1775935511.456643
108.85,702.06,104348.12,705.49,,-3.19,-8.22,690.38,-19.7451744080,-0.2890472412,1526750,1775935511.460798
110.66,702.40,104426.03,705.45,,-3.22,-8.22,689.35,-19.7949142456,-0.1319885254,1526760,1775935511.462044
110.66,702.40,104426.03,705.45,,-3.22,-8.22,689.35,-19.7949142456,-0.1319885254,1526760,1775935511.488662
110.78,702.28,104313.51,705.56,,-3.15,-8.56,690.08,-19.7743682861,-0.5781822205,1526770,1775935511.494603
110.78,702.28,104313.51,705.56,,-3.15,-8.56,690.08,-19.7743682861,-0.5781822205,1526770,1775935511.496644
110.66,702.25,104313.51,705.45,,-3.15,-7.91,689.41,-19.7916679382,-0.6245918274,1526780,1775935511.4981272
110.66,702.25,104313.51,705.45,,-3.15,-7.91,689.41,-19.7916679382,-0.6245918274,1526780,1775935511.4995022
110.90,702.06,104348.12,705.49,,-3.15,-8.18,690.87,-19.6911125183,-0.5460586548,1526790,1775935511.501207
110.90,702.06,104348.12,705.49,,-3.15,-8.18,690.87,-19.6911125183,-0.5460586548,1526790,1775935511.503517
109.70,702.36,104313.51,705.60,,-3.15,-8.22,690.32,-19.7376060486,-0.5567626953,1526800,1775935511.512963
109.70,702.36,104313.51,705.60,,-3.15,-8.22,690.32,-19.7376060486,-0.5567626953,1526800,1775935511.5153768
109.70,702.06,104400.06,705.56,,-3.22,-8.18,690.14,-19.8511390686,-0.3318862915,1526810,1775935511.532913
109.70,702.06,104400.06,705.56,,-3.22,-8.18,690.14,-19.8511390686,-0.3318862915,1526810,1775935511.5370848
109.21,702.17,104278.88,705.45,,-3.22,-8.18,690.38,-19.8743858337,-0.2854804993,1526820,1775935511.5383291
109.21,702.17,104278.88,705.45,,-3.22,-8.18,690.38,-19.8743858337,-0.2854804993,1526820,1775935511.5397692
110.90,702.36,104348.12,705.49,,-3.22,-8.52,689.65,-19.7954559326,-0.5888938904,1526830,1775935511.5410361
110.90,702.36,104348.12,705.49,,-3.22,-8.52,689.65,-19.7954559326,-0.5888938904,1526830,1775935511.542188
107.77,702.63,104209.62,705.60,,-3.19,-8.49,689.41,-19.7467994690,-0.4853782654,1526840,1775935511.5433862
107.77,702.63,104209.62,705.60,,-3.19,-8.49,689.41,-19.7467994690,-0.4853782654,1526840,1775935511.544629
110.78,702.55,104348.12,705.30,,-2.80,-8.22,689.41,-19.8105926514,-0.4996528625,1526850,1775935511.579597
110.06,701.98,104426.03,705.41,,-3.11,-8.14,689.41,-19.8960113525,-0.7709388733,1526860,1775935511.582747
110.06,701.98,104426.03,705.41,,-3.11,-8.14,689.41,-19.8960113525,-0.7709388733,1526860,1775935511.585035
111.62,702.25,104313.51,705.45,,-3.19,-8.22,689.65,-19.8657379150,-0.1105690002,1526870,1775935511.587593
111.62,702.25,104313.51,705.45,,-3.19,-8.22,689.65,-19.8657379150,-0.1105690002,1526870,1775935511.58971
111.50,702.06,104313.51,705.45,,-2.80,-7.91,689.41,-19.7997779846,-0.3069000244,1526880,1775935511.591637
111.50,702.06,104313.51,705.45,,-2.80,-7.91,689.41,-19.7997779846,-0.3069000244,1526880,1775935511.5935922
111.86,702.17,104434.68,705.53,,-2.80,-8.18,689.41,-19.7565307617,-0.2105178833,1526890,1775935511.595855
111.86,702.17,104434.68,705.53,,-2.80,-8.18,689.41,-19.7565307617,-0.2105178833,1526890,1775935511.632501
111.02,702.32,104339.46,705.30,,-2.80,-8.22,689.65,-19.7435531616,-0.0356063843,1526900,1775935511.638168
109.94,702.40,104313.51,705.30,,-4.40,-8.22,689.41,-19.8073463440,-0.1355552673,1526910,1775935511.641081
109.94,702.40,104313.51,705.30,,-4.40,-8.22,689.41,-19.8073463440,-0.1355552673,1526910,1775935511.643156
110.54,702.74,104313.51,705.56,,-3.19,-8.22,690.44,-19.8338394165,-0.2604904175,1526920,1775935511.6451252
110.54,702.74,104313.51,705.56,,-3.19,-8.22,690.44,-19.8338394165,-0.2604904175,1526920,1775935511.6475039
111.02,702.17,104348.12,705.60,,-3.34,-8.10,689.41,-19.7484207153,-0.1748199463,1526930,1775935511.6496892
111.02,702.17,104348.12,705.60,,-3.34,-8.10,689.41,-19.7484207153,-0.1748199463,1526930,1775935511.651705
109.45,702.09,104313.51,705.60,,-3.22,-8.22,689.16,-19.8181610107,-0.5139312744,1526940,1775935511.6690218
109.45,702.09,104313.51,705.60,,-3.22,-8.22,689.16,-19.8181610107,-0.5139312744,1526940,1775935511.67648
109.82,702.74,104313.51,705.30,,-3.49,-8.25,689.41,-19.7462577820,-0.6888427734,1526950,1775935511.679299
110.90,702.06,104313.51,705.60,,-3.19,-8.14,689.41,-19.8824958801,0.0893249512,1526960,1775935511.681473
110.90,702.06,104313.51,705.60,,-3.19,-8.14,689.41,-19.8824958801,0.0893249512,1526960,1775935511.683767
105.72,702.25,104313.51,705.45,,-3.45,-8.22,685.26,-19.7408523560,-0.5389175415,1526970,1775935511.685788
105.72,702.25,104313.51,705.45,,-3.45,-8.22,685.26,-19.7408523560,-0.5389175415,1526970,1775935511.687757
104.64,702.28,104313.51,705.45,,-3.53,-8.22,690.14,-19.8235702515,-0.3247451782,1526980,1775935511.6898298
104.64,702.28,104313.51,705.45,,-3.53,-8.22,690.14,-19.8235702515,-0.3247451782,1526980,1775935511.806082
104.03,702.17,104313.51,705.30,,-3.15,-8.22,689.41,-19.8160018921,-0.9422836304,1526990,1775935511.80772
100.54,702.32,104426.03,705.60,,-2.27,-7.91,689.59,-19.7008438110,-0.4639587402,1527000,1775935511.809243
100.54,702.32,104426.03,705.60,,-2.27,-7.91,689.59,-19.7008438110,-0.4639587402,1527000,1775935511.810664
99.58,702.36,104348.12,705.60,,-3.22,-8.76,690.93,-19.7435531616,-0.8137779236,1527010,1775935511.8120399
99.58,702.36,104348.12,705.60,,-3.22,-8.76,690.93,-19.7435531616,-0.8137779236,1527010,1775935511.813395
100.30,702.06,104313.51,705.30,,-4.40,-7.99,689.16,-19.9322357178,-0.1177101135,1527020,1775935511.814592
100.30,702.06,104313.51,705.30,,-4.40,-7.99,689.16,-19.9322357178,-0.1177101135,1527020,1775935511.815753
98.49,702.36,104313.51,705.45,,-3.15,-8.22,689.16,-19.8987121582,-0.1748199463,1527030,1775935511.816867
98.49,702.36,104313.51,705.45,,-3.15,-8.22,689.16,-19.8987121582,-0.1748199463,1527030,1775935511.818055
93.44,701.71,104313.51,705.41,,-2.80,-8.25,689.41,-19.7678794861,0.0250740051,1527040,1775935511.819477
93.44,701.71,104313.51,705.41,,-2.80,-8.25,689.41,-19.7678794861,0.0250740051,1527040,1775935511.8206909
97.05,696.25,104209.62,705.45,,-3.19,-8.18,693.31,-19.1439895630,-0.2890472412,1527050,1775935511.821811
97.05,696.25,104209.62,705.45,,-3.19,-8.18,693.31,-19.1439895630,-0.2890472412,1527050,1775935511.8243
95.36,695.48,104313.51,705.60,,-3.19,-8.18,691.84,-19.8754653931,-0.4782333374,1527060,1775935511.825536
95.36,695.48,104313.51,705.60,,-3.19,-8.18,691.84,-19.8754653931,-0.4782333374,1527060,1775935511.8265731
95.96,698.01,104426.03,705.60,,-3.53,-8.14,689.41,-19.6527252197,-0.2890472412,1527070,1775935511.827637
95.96,698.01,104426.03,705.60,,-3.53,-8.14,689.41,-19.6527252197,-0.2890472412,1527070,1775935511.828796
95.96,706.30,104304.84,705.56,,-3.22,-8.18,689.41,-20.3766365051,-0.0570259094,1527080,1775935511.8299148
95.96,706.30,104304.84,705.56,,-3.22,-8.18,689.41,-20.3766365051,-0.0570259094,1527080,1775935511.830812
95.96,706.60,104313.51,705.30,,-3.19,-8.22,693.31,-19.8706054688,-0.4246940613,1527090,1775935511.831718
95.96,706.60,104313.51,705.30,,-3.19,-8.22,693.31,-19.8706054688,-0.4246940613,1527090,1775935511.8325691
96.21,706.95,104348.12,705.41,,-3.15,-8.22,690.50,-19.6575927734,-0.1962394714,1527100,1775935511.833534
96.21,706.95,104348.12,705.41,,-3.15,-8.22,690.50,-19.6575927734,-0.1962394714,1527100,1775935511.835328
97.29,697.78,104313.51,705.60,,-3.41,-8.18,689.41,-19.6056900024,-0.1070022583,1527110,1775935511.8365371
97.29,697.78,104313.51,705.60,,-3.41,-8.18,689.41,-19.6056900024,-0.1070022583,1527110,1775935511.856374
96.09,698.20,104313.51,705.45,,-3.15,-7.87,691.90,-19.4407997131,-0.7173957825,1527120,1775935511.85835
93.44,703.20,104209.62,705.60,,-3.19,-8.25,691.78,-20.2166099548,-0.2390708923,1527130,1775935511.8599172
93.44,703.20,104209.62,705.60,,-3.19,-8.25,691.78,-20.2166099548,-0.2390708923,1527130,1775935511.861102
94.16,706.03,104313.51,705.37,,-3.49,-8.18,689.65,-19.7500419617,-0.4889450073,1527140,1775935511.862397
94.16,706.03,104313.51,705.37,,-3.49,-8.18,689.65,-19.7500419617,-0.4889450073,1527140,1775935511.86356
96.09,705.91,104348.12,705.91,,-3.15,-7.91,689.41,-19.9635925293,-0.6817016602,1527150,1775935511.8645198
96.09,705.91,104348.12,705.91,,-3.15,-7.91,689.41,-19.9635925293,-0.6817016602,1527150,1775935511.8679621
95.00,702.32,104313.51,705.30,,-2.27,-8.25,690.38,-19.5175704956,-0.7245368958,1527160,1775935511.868983
95.00,702.32,104313.51,705.30,,-2.27,-8.25,690.38,-19.5175704956,-0.7245368958,1527160,1775935511.88798
92.35,698.39,104400.06,705.68,,-3.22,-8.52,691.72,-19.5164909363,-0.2890472412,1527170,1775935511.890698
92.35,698.39,104400.06,705.68,,-3.22,-8.52,691.72,-19.5164909363,-0.2890472412,1527170,1775935511.892819
95.36,698.54,104408.71,705.72,,-3.19,-8.14,691.78,-20.0565795898,-0.8030700684,1527180,1775935511.8944352
95.36,698.54,104408.71,705.72,,-3.19,-8.14,691.78,-20.0565795898,-0.8030700684,1527180,1775935511.895613
96.81,705.19,104434.68,705.53,,-3.41,-8.56,689.65,-20.0511741638,-0.0427513123,1527190,1775935511.896754
96.81,705.19,104434.68,705.53,,-3.41,-8.56,689.65,-20.0511741638,-0.0427513123,1527190,1775935511.897919
95.00,704.88,104313.51,705.33,,-2.84,-8.49,690.63,-19.8241081238,-0.3782844543,1527200,1775935511.8992991
95.00,704.88,104313.51,705.33,,-2.84,-8.49,690.63,-19.8241081238,-0.3782844543,1527200,1775935511.902455
96.09,702.82,104209.62,705.56,,-3.19,-8.18,691.60,-19.6835403442,-0.1855316162,1527210,1775935511.938216
96.45,699.30,104313.51,705.30,,-3.19,-8.37,690.63,-19.3753814697,-0.4139823914,1527220,1775935511.943327
96.45,699.30,104313.51,705.30,,-3.19,-8.37,690.63,-19.3753814697,-0.4139823914,1527220,1775935511.944546
95.12,699.30,104313.51,705.37,,-3.19,-8.14,689.65,-19.7408523560,-0.6745643616,1527230,1775935511.9456158
95.12,699.30,104313.51,705.37,,-3.19,-8.14,689.65,-19.7408523560,-0.6745643616,1527230,1775935511.94662
96.69,701.60,104278.88,705.45,,-3.19,-8.22,690.87,-20.0609054565,-0.2212257385,1527240,1775935511.947793
96.69,701.60,104278.88,705.45,,-3.19,-8.22,690.87,-20.0609054565,-0.2212257385,1527240,1775935511.949507
96.93,703.97,104408.71,705.60,,-2.88,-8.25,693.06,-20.1036148071,-0.4925117493,1527250,1775935511.982548
96.93,703.97,104408.71,705.60,,-2.88,-8.25,693.06,-20.1036148071,-0.4925117493,1527250,1775935511.986441
96.81,704.16,104434.68,705.45,,-2.84,-8.22,690.38,-19.7943725586,-0.0891532898,1527260,1775935511.988051
96.81,702.90,104426.03,705.41,,-3.19,-7.87,689.41,-19.6051521301,-0.2355041504,1527270,1775935511.989475
96.81,702.90,104426.03,705.41,,-3.19,-7.87,689.41,-19.6051521301,-0.2355041504,1527270,1775935511.990796
97.17,699.30,104209.62,705.33,,-3.22,-8.29,690.14,-19.3023986816,-0.0141944885,1527280,1775935511.992152
97.17,699.30,104209.62,705.33,,-3.22,-8.29,690.14,-19.3023986816,-0.0141944885,1527280,1775935511.993459
96.45,701.60,104313.51,705.53,,-3.15,-7.83,690.38,-19.8176231384,-0.3354530334,1527290,1775935511.994943
96.45,701.60,104313.51,705.53,,-3.15,-7.83,690.38,-19.8176231384,-0.3354530334,1527290,1775935511.9964302
97.53,702.93,104313.51,705.30,,-3.49,-8.18,690.38,-20.0722579956,-0.1284217834,1527300,1775935512.028011
97.53,702.93,104313.51,705.30,,-3.49,-8.18,690.38,-20.0722579956,-0.1284217834,1527300,1775935512.0328262
96.69,703.93,104348.12,705.45,,-3.22,-7.87,692.33,-19.8787117004,-0.3532981873,1527310,1775935512.034267
96.81,702.59,104348.12,705.53,,-2.88,-7.87,691.72,-19.9068222046,-0.3711509705,1527320,1775935512.035645
96.81,702.59,104348.12,705.53,,-2.88,-7.87,691.72,-19.9068222046,-0.3711509705,1527320,1775935512.0371242
94.28,701.44,104313.51,705.14,,-3.19,-7.99,690.38,-19.3440246582,-0.8566093445,1527330,1775935512.038508
94.28,701.44,104313.51,705.14,,-3.19,-7.99,690.38,-19.3440246582,-0.8566093445,1527330,1775935512.03986
96.57,699.30,104426.03,705.41,,-2.80,-7.83,691.36,-19.9160194397,-0.3497314453,1527340,1775935512.0415611
96.57,699.30,104426.03,705.41,,-2.80,-7.83,691.36,-19.9160194397,-0.3497314453,1527340,1775935512.076732
96.93,701.98,104426.03,705.18,,-3.11,-8.22,690.38,-19.7976150513,-0.4175529480,1527350,1775935512.08032
95.84,703.55,104348.12,705.18,,-3.30,-7.91,690.38,-19.9419670105,-0.6317253113,1527360,1775935512.082368
95.84,703.55,104348.12,705.18,,-3.30,-7.91,690.38,-19.9419670105,-0.6317253113,1527360,1775935512.0841238
96.81,702.93,104313.51,705.14,,-3.30,-7.87,691.66,-19.8662757874,-0.4603881836,1527370,1775935512.0857751
96.81,702.93,104313.51,705.14,,-3.30,-7.87,691.66,-19.8662757874,-0.4603881836,1527370,1775935512.087349
96.21,701.86,104426.03,705.41,,-3.19,-8.22,689.65,-19.5170288086,-0.7887916565,1527380,1775935512.089084
96.21,701.86,104426.03,705.41,,-3.19,-8.22,689.65,-19.5170288086,-0.7887916565,1527380,1775935512.090691
97.17,700.49,104434.68,705.14,,-3.15,-7.45,691.23,-19.7813987732,-0.7138290405,1527390,1775935512.092326
97.17,700.49,104434.68,705.14,,-3.15,-7.45,691.23,-19.7813987732,-0.7138290405,1527390,1775935512.1600971
88.50,700.41,104417.38,705.10,,-3.15,-7.91,691.30,-19.9057426453,0.0750465393,1527400,1775935512.164143
88.50,700.41,104417.38,705.10,,-3.15,-7.91,691.30,-19.9057426453,0.0750465393,1527400,1775935512.166742
97.77,702.06,104443.34,705.06,,-3.19,-7.83,689.65,-20.0944252014,-0.3889961243,1527410,1775935512.169215
97.77,702.06,104443.34,705.06,,-3.19,-7.83,689.65,-20.0944252014,-0.3889961243,1527410,1775935512.1715672
98.73,702.82,104313.51,705.22,,-3.15,-8.14,691.60,-19.8738441467,-0.0962905884,1527420,1775935512.17393
98.73,702.82,104313.51,705.22,,-3.15,-8.14,691.60,-19.8738441467,-0.0962905884,1527420,1775935512.1758022
96.21,701.64,104348.12,705.22,,-3.15,-7.99,690.63,-19.3856544495,-0.5888938904,1527430,1775935512.177762
96.21,701.64,104348.12,705.22,,-3.15,-7.99,690.63,-19.3856544495,-0.5888938904,1527430,1775935512.179926
97.77,700.30,104348.12,705.10,,-3.19,-8.22,693.06,-19.7467994690,-0.5996017456,1527440,1775935512.185066
97.77,700.30,104348.12,705.10,,-3.19,-8.22,693.06,-19.7467994690,-0.5996017456,1527440,1775935512.1870432
97.65,700.34,104209.62,704.99,,-2.88,-8.18,691.78,-19.6819190979,-0.3711509705,1527450,1775935512.1889422
97.65,700.34,104209.62,704.99,,-2.88,-8.18,691.78,-19.6819190979,-0.3711509705,1527450,1775935512.1907892
96.21,701.44,104313.51,705.26,,-3.15,-8.18,690.38,-20.1046943665,-0.7923583984,1527460,1775935512.192864
96.21,701.44,104313.51,705.26,,-3.15,-8.18,690.38,-20.1046943665,-0.7923583984,1527460,1775935512.19473
98.49,702.55,104426.03,705.14,,-3.15,-8.22,689.65,-19.9473724365,-0.0713043213,1527470,1775935512.1967459
98.49,702.55,104426.03,705.14,,-3.15,-8.22,689.65,-19.9473724365,-0.0713043213,1527470,1775935512.20552
96.57,702.97,104348.12,705.10,,-3.22,-7.95,692.09,-19.6359672546,-0.4354019165,1527480,1775935512.209616
96.57,702.97,104348.12,705.10,,-3.22,-7.95,692.09,-19.6359672546,-0.4354019165,1527480,1775935512.211412
97.41,702.40,104313.51,705.22,,-2.80,-8.25,693.06,-19.6694908142,-0.1676864624,1527490,1775935512.213257
97.41,702.40,104313.51,705.22,,-2.80,-8.25,693.06,-19.6694908142,-0.1676864624,1527490,1775935512.2149801
98.49,700.68,104313.51,705.03,,-3.22,-8.25,690.38,-19.5186500549,-0.1212768555,1527500,1775935512.216795
98.49,700.68,104313.51,705.03,,-3.22,-8.25,690.38,-19.5186500549,-0.1212768555,1527500,1775935512.2186198
99.58,701.44,104313.51,705.30,,-2.92,-8.22,691.30,-19.9727821350,-0.7566604614,1527510,1775935512.2203462
99.58,701.44,104313.51,705.30,,-2.92,-8.22,691.30,-19.9727821350,-0.7566604614,1527510,1775935512.2221382
99.10,702.06,104313.51,705.03,,-2.84,-8.22,691.60,-19.8927688599,-0.7352447510,1527520,1775935512.250143
97.29,702.78,104443.34,705.18,,-3.26,-7.87,691.60,-19.7684211731,0.0750465393,1527530,1775935512.259397
97.29,702.78,104443.34,705.18,,-3.26,-7.87,691.60,-19.7684211731,0.0750465393,1527530,1775935512.262218
